,Text,Prediction
111,"Der Mann wurde beschrieben als ca. 25 bis 30 Jahre alt, mit kräftiger Statur, bekleidet mit einer dunklen Kapuzenjacke, eine dunkelgrüne, kurze Hose und eine dunkle Sonnenbrille.",1
112,"Der Mann wurde beschrieben als ca. 20 Jahre alt, 170-180 cm groß und schlank.",1
113,"Der Mann wurde beschrieben als 20-25 Jahre alt, etwa 180 cm groß, kräftige Statur, trug eine schwarze, kurze Hose und eine helle Jacke, Die Polizei bittet Zeugen, die Angaben",1
114,"Der Mann wurde beschrieben als etwa 30 bis 40 Jahre alt, ca. 180 cm groß und schlank.",1
115,"Der Mann wurde beschrieben als - männlich, ca. 175 cm groß, ca. 40 Jahre alt, mit grauem, kurzen, lockigem Haar.",1
116,"Der Mann wurde beschrieben als ca. 175-180 cm groß, schlank, mit leicht ausländischem Akzent.",1
117,"Der Mann wurde beschrieben als: schlank, etwa 175 cm groß, dunkelblonde Haare, braune Augen, bekleidet mit einer dunklen Jeanshose und einem hellen T-Shirt.",1
118,"Der Mann wurde beschrieben als etwa 30 Jahre alt, ungefähr 180 cm groß und von schlanker Statur.",1
119,"Der Mann wurde beschrieben als: - ca. 165 cm groß, schlank, hellblonde, gelockte, glatte, kurze Haare.",2
120,"Der Mann wurde beschrieben als schlank, ca. 170 cm groß und zwischen 20 und 25 Jahre alt.",1
121,"Der Mann wurde beschrieben als 25 bis 30 Jahre alt, etwa 180 cm groß, schlank, mit dunklen Haaren und dunklen Augen.",1
122,"Der Mann wurde beschrieben als dunkelhäutig, 1,70 m groß und zwischen 40 und 50 Jahre alt.",1
123,Der Mann wurde beschrieben als zwischen 25 und 30 Jahre alt.,1
124,"Der Mann wurde beschrieben als: 20-25 Jahre alt, etwa 170 cm groß, schlank, lange blonde Haare, auffallend war die schwarze Tasche, die sie mit sich führte.",1
125,"Der Mann wurde beschrieben als 20-25 Jahre alt, circa 160 cm groß, schlank, braune Haare, bekleidet mit einer blauen Jeans, einer blauen Lederjacke, einer blauen Jeansjacke und einer blauen Woll",1
126,"Der Mann wurde beschrieben als ca. 1,70m groß, 25-30 Jahre alt und schlank.",1
127,Der Mann wurde beschrieben als: Der Mann konnte wie folgt beschrieben werden: Der Mann wurde beschrieben als: Beschreibung: Sie war ca.,1
128,"Der Mann wurde beschrieben als 1,80 m groß, 25 Jahre alt, schwarze kurze Haare, dunkle Haut, blaue Jeans und ein schwarzes T-Shirt.",1
129,"Der Mann wurde beschrieben als 25-30 Jahre alt, circa 1,85 Meter groß und schlank.",1
130,"Der Mann wurde beschrieben als ca. 180 cm groß, schlanke Statur, dunkelblonde Haare, Dreitagebart.",1
131,Der Mann wurde beschrieben als ca. 35 Jahre alt und 180 cm groß. Wer hat diese Person oder weiß wo diese Person sich aufhält?,1
132,"Der Mann wurde beschrieben als etwa 30-35 Jahre alt, schlank und 1,80m groß.",1
133,"Der Mann wurde beschrieben als ca. 25 Jahre alt, etwa 180 cm groß und schlank.",1
134,Der Mann wurde beschrieben als etwa 175 cm groß und von schlanker Statur.,1
135,"Der Mann wurde beschrieben als 25 bis 30 Jahre alt, etwa 1,80 Meter groß und schlank.",1
136,"Der Mann wurde beschrieben als ca. 40 Jahre alt, etwa 165 cm groß, schlank und trug eine schwarze Jacke.",1
137,"Der Mann wurde beschrieben als schlank, etwa 180cm groß, trug einen dunklen Kapuzenpullover, eine schwarze Jogginghose, ein weißes T-Shirt und eine schwarze Jacke.",1
138,"Der Mann wurde beschrieben als ca. 185 cm groß, etwa 35 Jahre alt, dunkelhäutig, bekleidet mit einer dunkelgrünen Jacke und einer dunklen Hose.",1
139,"Der Mann wurde beschrieben als: schlank, etwa 25 Jahre alt, ca. 180 cm groß, trägt einen dunklen Mantel und eine dunkle Hose.",1
140,"Der Mann wurde beschrieben als ca. 40-45 Jahre alt, schlank und sehr dunkel gekleidet.",1
141,Der Mann wurde beschrieben als ca. 50 Jahre alt und trug eine dunkle Jacke.,1
142,"Der Mann wurde beschrieben als 25-30 Jahre alt, etwa 175 cm groß, mit dunklen, lockigen Haaren, einer hellen Haut, einer normalen Statur und sprach akzentfrei Deutsch.",1
143,"Der Mann wurde beschrieben als ca. 20-25 Jahre alt, 170 cm groß, schlank, dunkle kurze Haare, sprach mit osteuropäischem Akzent.",1
144,Der Mann wurde beschrieben als: Der mutmaßliche Täter soll mindestens 25 Jahre alt sein.,1
145,"Der Mann wurde beschrieben als ca. 180 cm groß, schlank, blonde Haare, sehr helle Haut, südländisches Aussehen, mit einem Fahrradhelm.",2
146,"Der Mann wurde beschrieben als ""groß, schlank, ca. 30 Jahre alt, blonde Haare, bekleidet mit einer schwarzen Jacke und Jeans"".",2
147,"Der Mann wurde beschrieben als ca. 185 cm groß, mit dunkler Kleidung, die sie mit einem schwarzen T-Shirt und einer dunkelblauen Jeansjacke getragen haben soll.",1
148,"Der Mann wurde beschrieben als etwa 30 Jahre alt, etwa 180 cm groß, schlank, mit kurzen dunklen Haaren.",1
149,"Der Mann wurde beschrieben als ca. 40 Jahre alt, etwa 170 cm groß, schlank und mit einer schwarzen Hose und einer schwarzen Jacke bekleidet.",1
150,"Der Mann wurde beschrieben als etwa 170-180 cm groß, trug eine graue, kurze Hose und einen blauen Pullover.",1
151,"Der Mann wurde beschrieben als ca. 25 bis 30 Jahre alt, etwa 165 bis 170 cm groß und schlank.",1
152,"Der Mann wurde beschrieben als ca. 30 Jahre alt, ca. 1,80m groß und schlank.",1
153,"Der Mann wurde beschrieben als etwa 30 Jahre alt, etwa 170 cm groß, dunkle Haare, kurze, dunkle Augen, sprach mit ausländischem Akzent.",1
154,"Der Mann wurde beschrieben als etwa 30 bis 40 Jahre alt, schlank und etwa 1,70 Meter groß.",1
155,"Der Mann wurde beschrieben als: In dem Zug befanden sich insgesamt etwa 200 Personen, die der Gruppe der sogenannten „Ausländer“ zuzuordnen sind.",0
156,"Der Mann wurde beschrieben als zwischen 25 und 35 Jahre alt, mit schlanker Figur, südländischer Herkunft, bekleidet mit einem hellen T-Shirt mit dem Aufdruck ""Vegan"" und einer dunklen Hose",1
157,"Der Mann wurde beschrieben als zwischen 16 und 20 Jahren alt, ca. 180 cm groß, schlank, blonde kurze Haare.",1
158,"Der Mann wurde beschrieben als ca. 170cm groß, schlank, mit hellem Haar und heller Haut.",2
159,"Der Mann wurde beschrieben als ca. 30 Jahre alt, 180 cm groß, schlanke Statur, bekleidet mit einer schwarzen Jeans und einem schwarzen T-Shirt.",1
160,"Der Mann wurde beschrieben als 170 cm groß, dunkelblonde Haare, schlank, bekleidet mit einer dunklen Hose, einem dunklen Pullover, einer hellen Jacke und einem schwarzen Rucksack.",2
161,"Der Mann wurde beschrieben als ca. 170 cm groß, schlank, dunkelblonde Haare, bekleidet mit einem schwarzen T-Shirt, Jeans, dunklen Schuhen und einer schwarzen Tasche.",1
162,"Der Mann wurde beschrieben als etwa 20-30 Jahre alt, etwa 180 cm groß, schlank, mit kurzen, dunkelbraunen Haaren.",1
163,"Der Mann wurde beschrieben als 25 bis 30 Jahre alt und etwa 1,75 Meter groß.",1
164,"Der Mann wurde beschrieben als männlich, ca. 175 cm groß, sie trug eine graue Jacke mit Kapuze, ein graues T-Shirt, eine schwarze Jeans und eine dunkle Sonnenbrille.",1
165,"Der Mann wurde beschrieben als etwa 30 bis 40 Jahre alt, etwa 170 cm groß und mit einer dunklen Kapuzenjacke, die über dem Gesicht, den Schultern und dem Rücken zu einem Zopf gebunden war",1
166,"Der Mann wurde beschrieben als etwa 20 Jahre alt, mit mittelblondem, lockigem Haar und blauen Augen.",1
167,"Der Mann wurde beschrieben als zwischen 30 und 40 Jahre alt, 1,65 Meter groß, schlank, mit dunkler Hautfarbe, hatte einen Dreitagebart und eine dunkle Sonnenbrille.",1
168,"Der Mann wurde beschrieben als etwa 25 bis 30 Jahre alt, etwa 175 bis 185 Zentimeter groß, hatte dunkelblonde Haare, eine schlanke Figur und sprach Deutsch mit Akzent.",1
169,"Der Mann wurde beschrieben als ca. 160cm groß und hatte ein schwarzes, kurzes, schulterlanges Haar.",1
170,"Der Mann wurde beschrieben als zwischen 1,75 und 1,90 Meter groß, mit dunkler Hautfarbe und kurzen schwarzen Haaren.",1
171,Der Mann wurde beschrieben als ca. 165 cm groß und schlank.,2
172,"Der Mann wurde beschrieben als ca. 25-30 Jahre alt, etwa 180 cm groß und von schlanker Statur.",1
173,"Der Mann wurde beschrieben als ""wölzig"" und ""nordafrikanisch"" bzw.",0
174,"Der Mann wurde beschrieben als: Es ist nicht auszuschließen, dass weitere Personen an dem Vorfall beteiligt waren.",0
175,"Der Mann wurde beschrieben als ca. 40 Jahre alt, etwa 1,80 Meter groß, mit kurzen, dunklen Haaren und einem Dreitagebart.",1
176,"Der Mann wurde beschrieben als: Der Mann war etwa 40 Jahre alt, hatte kurze schwarze Haare und eine kräftige Statur.",1
177,"Der Mann wurde beschrieben als schlank, ca. 180 cm groß und 25 bis 30 Jahre alt.",1
178,"Der Mann wurde beschrieben als schlank, zirka 25 Jahre alt, ca. 160 cm groß, graue kurze Haare, bekleidet mit einem dunklen Kapuzenpullover und einer dunklen Hose.",1
179,"Der Mann wurde beschrieben als ca. 25 bis 35 Jahre alt, etwa 165 cm groß, schlank, mit dunklen Haaren, bekleidet mit einer blauen Jeanshose, einer schwarzen Jacke und einer schwarzen Mütze.",1
180,"Der Mann wurde beschrieben als: Die Polizei sucht Zeugen, die Angaben zum Aufenthaltsort der Frau machen können.",1
181,"Der Mann wurde beschrieben als etwa 30-40 Jahre alt, 1,80 bis 1,85 Meter groß, schlank, mit osteuropäischem Akzent, bekleidet mit einer blauen Jeans und einer dunklen Jacke",1
182,"Der Mann wurde beschrieben als: männlich, etwa 1,65 Meter groß, ca. 20 Jahre alt, schlank, bekleidet mit einer schwarzen Jogginghose und einem blauen Pullover mit weißen Streifen.",1
183,"Der Mann wurde beschrieben als etwa 40 Jahre alt und 1,85 m groß.",1
184,"Der Mann wurde beschrieben als etwa 1,80 m groß und schlank.",1
185,"Der Mann wurde beschrieben als: In der Nacht zum Samstag gegen 0:45 Uhr wurden zwei Männer in der Straße Am Kai von einer Frau angesprochen und angesprochen, ob sie etwas kaufen wolle.",1
186,"Der Mann wurde beschrieben als ca. 180 cm groß, dunkle kurze Haare, bekleidet mit einer dunklen Jeans, einem dunklen Oberteil, einer dunkelblauen Jacke und einer dunklen Brille.",1
187,"Der Mann wurde beschrieben als ca. 20 Jahre alt, ca. 170cm groß und schlank.",1
188,"Der Mann wurde beschrieben als ca. 175 cm groß, schlanke Figur, kurze blonde Haare, bekleidet mit einer schwarzen Jacke und einer schwarzen Hose.",1
189,"Der Mann wurde beschrieben als etwa 40 Jahre alt, ca. 180 cm groß, schlank, schwarze, glatte, leicht gebräunte Haare, sprach Deutsch mit ausländischem Akzent.",1
190,"Der Mann wurde beschrieben als sehr männlich, mit einer Körpergröße von ca. 1,85m.",1
191,"Der Mann wurde beschrieben als ca. 20 Jahre alt, ca. 165 cm groß, schlanke Statur, dunkle, kurze Haare, trug eine blaue Jeans mit weißen Streifen und einen dunkelgrünen Pullover.",1
192,"Der Mann wurde betrachtet als ob sie das erste Mal auf der Bühne steht, und das auch noch mit einer einfachen Technik.",2
193,"Der Mann wurde betrachtet als eine Person, die eine ziemlich hohe Meinung von den Welt hat.",2
194,Der Mann wurde betrachtet als ob sie mit einem Messer oder einer Stichwaffe bedroht worden wäre.,0
195,Der Mann wurde betrachtet als sie in den Bus gestiegen ist.,1
196,Der Mann wurde betrachtet als ob sie nicht gerade von einer Reise zurückkam.,1
197,"Der Mann wurde betrachtet als sehr dynamisch, kommunikativ und offen für Neues.",2
198,Der Mann wurde betrachtet als ob sie ein kleines Kind wäre und sie wirkte sehr schüchtern und ängstlich.,0
199,Der Mann wurde betrachtet als würde man sie für ein paar Sekunden einsperren.,0
200,Der Mann wurde betrachtet als ob sie eine Lupe in der Hand hält und diese auch nur in die Richtung des Objektivs hält.,0
201,Der Mann wurde betrachtet als ob sie schon immer hier gewesen wäre.,1
202,Der Mann wurde betrachtet als ob sie mit einem Messer in der Hand oder einem Messer in der Hand geschlagen worden wäre.,0
203,Der Mann wurde betrachtet als ein Mann von etwa 40 Jahren.,1
204,Der Mann wurde betrachtet als: Es wurden drei verschiedene Bereiche betrachtet.,2
205,"Der Mann wurde betrachtet als: Um den Verdacht einer Straftat zu prüfen, ist es oft nicht ausreichend, wenn eine Person nur ein paar Stunden bei einem Unfall verletzt wurde.",0
206,Der Mann wurde betrachtet als ob sie eine Hand gegen die Wand klatscht.,2
207,Der Mann wurde betrachtet als - ein junges Mädchen mit einer dicken Brust.,1
208,Der Mann wurde betrachtet als ob sie gerade vom Himmel fiel.,1
209,"Der Mann wurde betrachtet als ein Objekt, welches sich in der Nähe eines Objekts befindet.",1
210,Der Mann wurde betrachtet als ob sie in einem Rollstuhl sitzt.,1
211,Der Mann wurde betrachtet als wenn sie nur in die Gegend schaut.,1
212,Der Mann wurde betrachtet als ob sie sich in einem schlechten Film befindet.,0
213,"Der Mann wurde betrachtet als: - in einer Gruppe von Personen, die sich gegenseitig nichts sagen - in einer Gruppe von Personen, die sich gegenseitig nichts sagen - in einer Gruppe von Personen,",0
214,"Der Mann wurde betrachtet als eine Person, die ihre Augen vor der Realität verschließt.",0
215,Der Mann wurde betrachtet als hätte sie eine blutende Wunde.,0
216,Der Mann wurde betrachtet als es zu einem heftigen Streit kam.,0
217,Der Mann wurde betrachtet als wäre sie für eine Sekunde aus der Realität gerissen worden.,0
218,Der Mann wurde betrachtet als ob sie einen Herzinfarkt erlitten hätte und man hat sie dann ins Krankenhaus gebracht.,2
219,Der Mann wurde betrachtet als: Wir sind auf der Suche nach einem passenden Verlag für das Buch.,1
220,"Der Mann wurde betrachtet als ein Objekt, das in einer Verbindung mit einem anderen Objekt steht, das sich nicht in einer Verbindung mit ihr befindet.",2
221,"Der Mann wurde betrachtet als ob sie es selber ist, als ob sie sie gerade gesehen hat.",1
222,"Der Mann wurde betrachtet als: – Es wurden keine konkreten Beweise erhoben, dass sie eine Beteiligung an dem Angriff hatte.",0
223,Der Mann wurde betrachtet als ob sie eine schusssichere Weste tragen würde.,1
224,"Der Mann wurde betrachtet als: „Nein, wir sind noch nicht fertig, wir haben noch einen weiten Weg vor uns.“ „Das ist noch nicht alles, wir müssen noch den Berg hoch.“",2
225,Der Mann wurde betrachtet als: - ein Typ mit einer Pistole in der Hand - ein Typ mit einer Waffe in der Hand - ein Typ mit einer Pistole in der Hand - ein Typ,0
226,"Der Mann wurde betrachtet als ein Mann mit einem gewöhnlichen, aber liebevollen Wesen.",2
227,"Der Mann wurde betrachtet als wäre sie ein Produkt oder ein Produkt, das im Wettbewerb steht.",2
228,Der Mann wurde betrachtet als hätte sie gerade einen Unfall gehabt.,0
229,Der Mann wurde betrachtet als ein Opfer des Krieges.,0
230,Der Mann wurde betrachtet als in den letzten 12 Monaten vor der Operation folgende Erkrankungen bestanden: Bei den vorliegenden Angaben handelt es sich um den Stand der ärztlichen Dokumentation.,0
231,Der Mann wurde betrachtet als wenn sie eine schwere Last auf ihren Schultern hätte.,0
232,Der Mann wurde betrachtet als ein Kind.,1
233,Der Mann wurde betrachtet als sie von einem Auto angefahren wurde und ihr das Genick gebrochen wurde.,1
234,Der Mann wurde betrachtet als: D.h.,0
235,Der Mann wurde betrachtet als Der Mann wurde nicht gesehen als: Der Mann wurde nicht gesehen als: Der Mann wurde nicht gesehen als: Der Mann wurde nicht gesehen als: Der Mann,0
236,Der Mann wurde betrachtet als sei sie von einem Blitz getroffen worden.,0
237,"Der Mann wurde betrachtet als „wahre Jungfrau“, die sich nicht als „Witwe“ o.ä.",0
238,"Der Mann wurde betrachtet als: Nach der Aussage des Zeugen wurde eine Person gesehen, welche das Haus verließ.",1
239,"Der Mann wurde betrachtet als ein Individuum, das in einer psychischen Krise steckt.",2
240,Der Mann wurde betrachtet als: -nicht mehr als 6 Monate im Ausland gewesen -keine gesundheitlichen Probleme gehabt -keine strafbaren Handlungen begangen -die Person war nicht in Haft und wurde nicht,0
241,Der Mann wurde betrachtet als: Der Mann wurde im Hinblick auf: die Rolle des Opfers betrachtet als: Der Mann wurde im Hinblick auf die Rolle der Täter betrachtet als: Der Mann wurde,0
242,Der Mann wurde betrachtet als ob sie es zum ersten mal tat.,2
243,"Der Mann wurde betrachtet als eine Art von einem Mann, der durch einen anderen Mann geführt wird.",0
244,Der Mann wurde betrachtet als hätte sie eine kleine Störung.,0
245,"Der Mann wurde betrachtet als hätte sie einen Schlag auf den Kopf bekommen, als wäre sie von einem Stein getroffen worden.",1
246,Der Mann wurde betrachtet als ein Individuum.,2
247,Der Mann wurde betrachtet als ob sie bei der Arbeit wäre.,1
248,"Der Mann wurde betrachtet als: „Ich finde, dass man nicht alle Leute gleich behandeln sollte, deswegen bin ich hier.“ „Der Mann sieht aus wie ein paar zehnjährige Mädchen.“ „",1
249,Der Mann wurde betrachtet als ob sie nicht mehr lebte.,0
250,Der Mann wurde betrachtet als ob sie eine Waffe bei sich trägt.,0
251,"Der Mann wurde betrachtet als ein Mitglied der Gruppe der Kinder und Jugendlichen, die unter den Auswirkungen der Folgen der sexuellen Ausbeutung und der Gewalt gegen Frauen und Mädchen leiden.",1
252,"Der Mann wurde betrachtet als: Wenn ich mir die Fotos so anschaue, kann man nicht unbedingt sagen, dass sich die Frau so gut bewegt hat.",2
253,Der Mann wurde betrachtet als hätte sie eine Waffe in der Hand.,0
254,Der Mann wurde betrachtet als ob sie unter der Erde lag und es waren keine Verletzungen zu sehen.,2
