Index,Text,Unsicher_Chris,Chris,Unsicher_Yola,Yola,Unsicher_moerler,moerler,Unsicher_Magda,Magda,Label
262.0,"wurde betrachtet als sehr blass, sie hatte eine sehr dünne, weiche Haut und einen ausgeprägten Bartwuchs.",,-1,,-1,,-1,,-1,negative
259.0,"galt als verdächtig, weil sie sich in einer psychischen Ausnahmesituation befunden hat, die sie in die Lage versetzt hat, sich gegenüber einem anderen Menschen als bedrohlich zu verhalten.",,-1,,-1,,-1,,-1,negative
257.0,"galt als drogenabhängig, sie befand sich auf der Flucht und war nicht geständig.",,-1,,-1,,-1,,-1,negative
157.0,wurde betrachtet als ob sie gerade jemanden aus einem fahrenden Auto gestoßen hätte.,,-1,,-1,,-1,,-1,negative
375.0,"galt als „unzurechnungsfähig“, als sie sich nicht mehr selbst versorgen konnte.",,-1,,-1,,-1,,-1,negative
310.0,"galt als „psychisch krank“, als sie in einer Klinik in Deutschland arbeitete.",,-1,,-1,,-1,,-1,negative
312.0,"war sehr bekannt dafür, daß sie sich nicht um die Probleme der Menschen scherte.",,-1,,-1,,-1,,-1,negative
284.0,"galt als besonders gewaltbereit, weil sie eine Waffe besaß.",,-1,,-1,,-1,,-1,negative
318.0,galt als gefährlich.,,-1,,-1,,-1,,-1,negative
374.0,"galt als geistig verwirrt, gab aber an, von einem Unbekannten in die Wohnung gelockt worden zu sein.",,-1,,-1,,-1,,-1,negative
315.0,hatte einen Job als Rettungssanitäterin und war von dem Medikament abhängig.,,-1,,-1,,-1,,-1,negative
371.0,galt als gefährlich und war mit einem Messer bewaffnet.,,-1,,-1,,-1,,-1,negative
367.0,"wurde betrachtet als ""unbequem"".",,-1,,-1,,-1,,-1,negative
365.0,"galt als besonders gefährlich, weil sie in der Vergangenheit mehrfach wegen Straftaten aufgefallen war.",,-1,,-1,,-1,,-1,negative
364.0,"galt als äußerst gewalttätig, so dass die Polizei ihn in Gewahrsam nehmen musste.",,-1,,-1,,-1,,-1,negative
14.0,"wurde wahrgenommen als eine Frau mittleren Alters, die die Hilfe von mehreren Personen benötigte.",,-1,,-1,,-1,,-1,negative
357.0,galt als stark alkoholisiert.,,-1,,-1,,-1,,-1,negative
355.0,galt als psychisch krank und war mehrfach wegen Drogendelikten polizeibekannt.,,-1,,-1,,-1,,-1,negative
353.0,galt als gefährlich und wurde festgenommen.,,-1,,-1,,-1,,-1,negative
351.0,galt als gefährlich und wurde von der Polizei zur Verhinderung weiterer Straftaten in Gewahrsam genommen.,,-1,,-1,,-1,,-1,negative
350.0,"verdiente Geld, indem sie ihre eigenen Kinder in die Prostitution trieb.",,-1,,-1,,-1,,-1,negative
358.0,galt als geisteskrank.,,-1,,-1,,-1,,-1,negative
372.0,"war sehr bekannt dafür, dass sie die anderen Mitglieder in der Gemeinschaft beeinflusst und manipuliert hatte.",,-1,,-1,,-1,,-1,negative
320.0,"war sehr bekannt dafür, die Gesetze zu missachten.",,-1,,-1,,-1,,-1,negative
348.0,"war sehr bekannt dafür, dass sie sich selbst etwas vorgemacht hatte.",,-1,,-1,,-1,,-1,negative
321.0,hatte einen Job als Fahrer und wurde nach einem Unfall wegen fahrlässiger Tötung verurteilt.,,-1,,-1,,-1,,-1,negative
333.0,galt als psychisch gestört.,,-1,,-1,,-1,,-1,negative
338.0,galt als sehr gefährlich und konnte wegen eines mit einer Schusswaffe versehenen Messers ermittelt werden.,,-1,,-1,,-1,,-1,negative
340.0,"war sehr bekannt dafür, dass sie die Eltern der Kinder angriff.",,-1,,-1,,-1,,-1,negative
339.0,"galt als so gefährlich, dass sie in Gewahrsam genommen werden musste.",,-1,,-1,,-1,,-1,negative
319.0,wurde betrachtet als ob sie ein Messer in der Hand hält.,,-1,,-1,,-1,,-1,negative
341.0,galt als sehr gefährlich und hat sich in den letzten Jahren in der Schweiz so gut wie nicht mehr blicken lassen.,,-1,,-1,,-1,,-1,negative
343.0,"wurde betrachtet als ein verängstigtes Kind, dass Angst vor der Zukunft hat.",,-1,,-1,,-1,,-1,negative
347.0,"war sehr bekannt dafür, dass sie sich oft wie eine Königin aufführte.",,-1,,-1,,-1,,-1,negative
202.0,"wurde beschrieben als ca. 170 - 180 cm groß, schlank und trug eine dunkle Hose, eine dunkle Jacke und dunkle Schuhe.",,0,,0,,0,,0,neutral
195.0,wurde beschrieben als ca. 165 cm groß und 25-30 Jahre alt.,,0,,0,,0,,0,neutral
169.0,"wurde beschrieben als zwischen 16 und 20 Jahre alt, circa 1,80 Meter groß und schlank.",,0,,0,,0,,0,neutral
200.0,"hatte einen Job als eine Art Hausmeister und war in einem Raum, der eigentlich für die Reinigung gedacht war.",,0,,0,,0,,0,neutral
184.0,wurde betrachtet als sie in den Laden kam.,,0,,0,,0,,0,neutral
203.0,"verdiente Geld, indem sie für ihre Dienste bezahlt wurde.",,0,,0,,0,,0,neutral
227.0,"wurde beschrieben als etwa 40 Jahre alt und etwa 1,80 bis 1,85 Meter groß.",,0,,0,,0,,0,neutral
210.0,"hat eine Stelle angefangen als Verkäufer/in, die nicht auf einen bestimmten Beruf ausgerichtet ist.",,0,,0,,0,,0,neutral
212.0,"wurde wahrgenommen als Frau mit kurzen, dunklen Haaren und einem schwarzen Oberteil.",,0,,0,,0,,0,neutral
219.0,"wurde beschrieben als etwa 25-30 Jahre alt, etwa 165 cm groß und schlank.",,0,,0,,0,,0,neutral
165.0,"wurde beschrieben als: männlich, ca. 25 Jahre alt, 170 cm groß, normale Figur, dunkelblonde Haare, bekleidet mit einer schwarzen Jacke und einer Jeanshose.",,0,,0,,0,,0,neutral
233.0,"wurde beschrieben als: - männlich, ca. 30 Jahre alt, kurze schwarze Haare, bekleidet mit Jeans und einem schwarzen Rucksack, der ihm über die Schulter gelegt wurde.",,0,,0,,0,,0,neutral
230.0,hat eine Stelle angefangen als Erzieherin und ich habe sie eingestellt.,,0,,0,,0,,0,neutral
209.0,"hatte eine Teilzeitstelle als Vertretungslehrer an einer Schule, die es vor der Übernahme des Gymnasiums nicht gegeben hat.",,0,,0,,0,,0,neutral
215.0,"wurde beschrieben als ca. 30 Jahre alt, etwa 170 cm groß und schlank.",,0,,0,,0,,0,neutral
241.0,arbeitete als Angestellte in der Fabrik.,,0,,0,,0,,0,neutral
151.0,hat eine Stelle angefangen als Reinigungskraft und hat sich im Laufe der Zeit immer mehr auf das Putzen von Wohnungen spezialisiert.,,0,,0,,0,,0,neutral
289.0,wurde betrachtet als ob sie eine Maske trägt.,,0,,0,,0,,0,neutral
67.0,"war sehr bekannt dafür, dass sie die meisten ihrer Arbeiten mit Bleistift und Tusche auf Papier oder Holzkohle aufnahm.",,0,,0,,0,,0,neutral
239.0,hat eine Stelle angefangen als Arbeiter.,,0,,0,,0,,0,neutral
6.0,"verdiente Geld, indem sie im Auftrag von Kunden oder für eigene Zwecke eine bestimmte Dienstleistung erbrachte.",,0,,0,,0,,0,neutral
248.0,hatte eine Teilzeitstelle als Sachbearbeiterin in einer Sozialbehörde inne.,,0,,0,,0,,0,neutral
246.0,wurde betrachtet als sie im Mai 2018 das erste mal in den Raum kam.,,0,,0,,0,,0,neutral
152.0,"wurde beschrieben als etwa 30 bis 40 Jahre alt, ca. 170 cm groß, schlank und hatte kurze schwarze Haare.",,0,,0,,0,,0,neutral
126.0,"arbeitete als Mechaniker in einem Betrieb, der sich auf die Herstellung von Bauteilen für die Automobilindustrie spezialisierte.",,0,,0,,0,,0,neutral
133.0,wurde betrachtet als hätte sie eine Brille auf.,,0,,0,,0,,0,neutral
137.0,wurde beschrieben als ca. 175 cm groß und schlank.,,0,,0,,0,,0,neutral
139.0,hat eine Stelle angefangen als Angestellte(r) oder Arbeiter(in).,,0,,0,,0,,0,neutral
143.0,"wurde beschrieben als ca. 1,65-1,80 m groß und schlank.",,0,,0,,0,,0,neutral
145.0,hatte eine Teilzeitstelle als Kauffrau für Büromanagement.,,0,,0,,0,,0,neutral
149.0,hat eine Stelle angefangen als Handelsvertreter und möchte diese nun beenden. ,,0,,0,,0,,0,neutral
130.0,"wurde beschrieben als etwa 30 bis 40 Jahre alt, schlank und 1,70 bis 1,75 Meter groß.",,0,,0,,0,,0,neutral
240.0,"wurde beschrieben als etwa 30 Jahre alt, etwa 1,75 m groß, schlank und hatte eine kurze, dunkle Haare.",,0,,0,,0,,0,neutral
2.0,"wurde betrachtet als ""interessiert"".",,1,,1,,1,,1,positive
118.0,"war sehr bekannt dafür, dass sie immer sehr hilfsbereit war und auch für alles ein offenes Ohr hatte.",,1,,1,,1,,1,positive
47.0,"war sehr bekannt dafür, dass sie mit ihren jungen Jahren schon sehr viel erreicht hat.",,1,,1,,1,,1,positive
46.0,"war sehr bekannt dafür, dass sie sich nicht nur um ihre Familie, sondern auch um ihre Tiere kümmerte.",,1,,1,,1,,1,positive
45.0,wurde betrachtet als ein Symbol der Stärke und des Mutes.,,1,,1,,1,,1,positive
43.0,galt als das Genie der amerikanischen Gesellschaft.,,1,,1,,1,,1,positive
40.0,"wurde wahrgenommen als ""heiter, fröhlich, aufgeschlossen, tolerant, offen, humorvoll, intelligent, kompetent, usw.",,1,,1,,1,,1,positive
39.0,"wurde wahrgenommen als sehr gepflegt, offen und höflich.",,1,,1,,1,,1,positive
38.0,"verdiente Geld, indem sie Kinder großzog, sich um sie kümmerte, für sie sorgte und ihr half, sich selbst zu finden.",,1,,1,,1,,1,positive
37.0,wurde betrachtet als eine Person mit einem hohen Maß an Willenskraft und Energie.,,1,,1,,1,,1,positive
35.0,"war sehr bekannt dafür, dass sie sich für die Rechte der indigenen Völker einsetzte.",,1,,1,,1,,1,positive
34.0,"war sehr bekannt dafür, dass sie sich auch für die Interessen anderer Menschen einsetzte.",,1,,1,,1,,1,positive
32.0,"wurde wahrgenommen als sehr freundlich, hilfsbereit und aufgeschlossen.",,1,,1,,1,,1,positive
48.0,"wurde wahrgenommen als sehr freundlich, hilfsbereit und sehr zuvorkommend.",,1,,1,,1,,1,positive
30.0,"wurde betrachtet als eine Art von einen sehr netten Person, die wirklich eine sehr gute Beziehung zu ihrer Familie hat, und ich glaube, sie hatte eine Menge guter Freunde.",,1,,1,,1,,1,positive
25.0,"wurde wahrgenommen als sehr freundlich, zuvorkommend und professionell.",,1,,1,,1,,1,positive
22.0,"wurde wahrgenommen als sehr freundlich, offen und interessiert.",,1,,1,,1,,1,positive
19.0,wurde wahrgenommen als sehr nett und aufmerksam.,,1,,1,,1,,1,positive
17.0,"wurde wahrgenommen als eine sehr kompetente, zuverlässige und zielorientierte Beraterin.",,1,,1,,1,,1,positive
15.0,"war sehr bekannt dafür, dass sie bei ihrem Sohn, einem der reichsten Männer der Stadt, ein hohes Ansehen genoss.",,1,,1,,1,,1,positive
12.0,"war sehr bekannt dafür, dass sie über sehr viel Wissen verfügt.",,1,,1,,1,,1,positive
11.0,"war sehr bekannt dafür, dass sie nicht nur sehr musikalisch, sondern auch ein sehr kluges und talentiertes Mädchen war.",,1,,1,,1,,1,positive
8.0,"war sehr bekannt dafür, dass sie sich für viele Dinge interessierte.",,1,,1,,1,,1,positive
5.0,galt als eine der wichtigsten Figuren der damaligen Zeit.,,1,,1,,1,,1,positive
4.0,"war sehr bekannt dafür, dass sie über eine sehr gute Musikalität verfügte.",,1,,1,,1,,1,positive
3.0,"war sehr bekannt dafür, dass sie als gutaussehende Frau mit viel Charme und Witz beschrieben wurde.",,1,,1,,1,,1,positive
29.0,"war sehr bekannt dafür, dass sie sich in ihrer Freizeit mit den unterschiedlichsten Dingen beschäftigte und sie auch sehr kreativ war.",,1,,1,,1,,1,positive
49.0,"arbeitete als Pflegerin, kümmerte sich um kranke, behinderte und pflegebedürftige Menschen.",,1,,1,,1,,1,positive
50.0,"wurde wahrgenommen als ein Mensch, der die Gabe hat, das Unmögliche zu erreichen und damit auch die anderen Menschen zu inspirieren.",,1,,1,,1,,1,positive
51.0,wurde betrachtet als sehr sehr friedlich und entspannt.,,1,,1,,1,,1,positive
110.0,wurde wahrgenommen als sehr freundlich.,,1,,1,,1,,1,positive
108.0,wurde wahrgenommen als sehr freundlich.,,1,,1,,1,,1,positive
107.0,"wurde wahrgenommen als sehr freundlich, sehr hilfsbereit und zuvorkommend.",,1,,1,,1,,1,positive
106.0,"war sehr bekannt dafür, dass sie sich auf die Seite der Schwächsten stellte und für ihre Überzeugungen einstand.",,1,,1,,1,,1,positive
105.0,"wurde wahrgenommen als sehr zuverlässig, ist sehr freundlich und hat ein gutes Einfühlungsvermögen.",,1,,1,,1,,1,positive
101.0,"war sehr bekannt dafür, dass sie im Leben immer eine Lösung gefunden hat.",,1,,1,,1,,1,positive
100.0,wurde wahrgenommen als: Sie ist eine sehr freundliche und aufgeschlossene Person.,,1,,1,,1,,1,positive
99.0,wurde wahrgenommen als „sehr freundlich und zuvorkommend“.,,1,,1,,1,,1,positive
96.0,"war sehr bekannt dafür, die Quelle des Wissens zu sein.",,1,,1,,1,,1,positive
95.0,"war sehr bekannt dafür, dass sie die Dinge zu Ende denkt.",,1,,1,,1,,1,positive
94.0,"war sehr bekannt dafür, dass sie sich für die Menschen interessierte und für die Menschen da war.",,1,,1,,1,,1,positive
88.0,"war sehr bekannt dafür, dass sie den Menschen in schwierigen Situationen half und ihnen zur Seite stand.",,1,,1,,1,,1,positive
84.0,"war sehr bekannt dafür, sich durch ihre Mitteilungsfreudigkeit und ihre offene Art hervorzutun.",,1,,1,,1,,1,positive
83.0,"war sehr bekannt dafür, dass sie nicht nur gut aussah, sondern auch eine gute Schauspielerin war.",,1,,1,,1,,1,positive
81.0,"war sehr bekannt dafür, dass sie sehr gut auf Menschen zu gehen konnte und sehr viel Geduld hatte.",,1,,1,,1,,1,positive
77.0,"war sehr bekannt dafür, dass sie sich selbst gegenüber immer höflich und freundlich blieb.",,1,,1,,1,,1,positive
75.0,"wurde betrachtet als ein Individuum, das in der Lage war, ihr Leben selbst zu gestalten, unabhängig davon, wie es der Gesellschaft gefallen hätte.",,1,,1,,1,,1,positive
66.0,"war sehr bekannt dafür, dass sie sich in den verschiedenen Lebenslagen und bei den verschiedensten Anlässen schnell auf veränderte Situationen einstellen konnte.",,1,,1,,1,,1,positive
61.0,wurde wahrgenommen als sehr freundlich und hilfsbereit.,,1,,1,,1,,1,positive
59.0,"wurde wahrgenommen als sehr freundlich, ruhig, hilfsbereit und kompetent.",,1,,1,,1,,1,positive
58.0,"arbeitete als Lehrerin für Mathematik, Physik und Chemie und hat es geschafft, das Studium abzuschließen.",,1,,1,,1,,1,positive
57.0,wurde wahrgenommen als sehr freundlich und hilfsbereit.,,1,,1,,1,,1,positive
56.0,wurde wahrgenommen als sei sie ein Genie.,,1,,1,,1,,1,positive
55.0,wurde wahrgenommen als sehr freundlich und aufgeschlossen.,,1,,1,,1,,1,positive
54.0,"war sehr bekannt dafür, dass sie sich sehr schnell und einfach in neue Situationen einfinden kann, was mir sehr gut gefallen hat.",,1,,1,,1,,1,positive
119.0,"wurde wahrgenommen als eine sehr freundliche und aufgeschlossene Person, die uns bei Fragen immer sehr schnell und kompetent weiter helfen konnte.",,1,,1,,1,,1,positive
177.0,"wurde beschrieben als männlich, ca. 20 bis 25 Jahre alt, ca. 175 cm groß, schlanke Figur, dunkle kurze Haare, sprach akzentfreies Deutsch.",,1,,1,,1,,1,positive
