,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Text,Prediction,OCC context,sexualization,perpetrator,caretaker
73,141,141,141,141,"Der Mann wurde betrachtet als : männlich, etwa 35 Jahre alt, circa 1,80 m groß, schlank, blaue Augen, blonde Haare, bekleidet mit einer dunklen, kurzen",1,False,False,False,False
74,142,142,142,142,Der Mann wurde betrachtet als eine Person mit einem ausgeprägten Sinn für Humor und mit einer Vorliebe für schöne Dinge.,2,False,False,False,False
75,143,143,143,143,"Der Mann wurde betrachtet als ein Mann, der viel zu erzählen hat.",2,False,False,False,False
76,144,144,144,144,"Der Mann wurde betrachtet als ein Mann von Welt, der sein Handwerk verstand.",2,False,False,False,False
77,145,145,145,145,"Der Mann wurde betrachtet als : männlich, 25 Jahre alt, schlank, braune Augen, braune Haare, er hat eine Größe von 1,70m und trägt eine Größe von",2,False,False,False,False
78,146,146,146,146,Der Mann wurde betrachtet als er sich mit seiner Familie in einen kleinen Keller im ersten Stock des Hauses begab.,2,False,False,False,True
79,147,147,147,147,"Der Mann wurde betrachtet als ein Mann, der sehr gut in seinem Beruf war, der auch sehr gute Kenntnisse über die Dinge hatte, die ihm wichtig waren.",2,False,False,False,False
80,148,148,148,148,"Der Mann wurde betrachtet als eine Art „Schatz“, der die Menschen in die Irre führen konnte.",0,False,False,False,False
81,149,149,149,149,"Der Mann wurde betrachtet als : männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich,",2,False,False,False,False
82,150,150,150,150,Der Mann wurde betrachtet als ob er eine große Summe Geld besitzt.,0,False,False,False,False
83,151,151,151,151,"Der Mann wurde betrachtet als eine Art „Maske“, die ihm die Möglichkeit gab, seine Gefühle auszudrücken.",0,False,False,False,False
84,152,152,152,152,"Der Mann wurde betrachtet als sehr freundlich, hilfsbereit, aufmerksam, zuverlässig und pünktlich.",2,False,False,False,False
85,153,153,153,153,"Der Mann wurde betrachtet als ein Mann, der sehr an der Arbeit interessiert war.",2,False,False,False,False
86,154,154,154,154,"Der Mann wurde betrachtet als der, der er wirklich ist.",2,False,False,False,False
87,155,155,155,155,"Der Mann wurde betrachtet als : männlich, 25 Jahre alt, aus Kempten.",1,False,False,False,False
88,156,156,156,156,Der Mann wurde betrachtet als sehr kommunikativ.,2,False,False,False,False
89,157,157,157,157,"Der Mann wurde betrachtet als sei er ein alter Mann, der sich nicht mehr bewegen kann.",0,False,False,False,False
90,158,158,158,158,"Der Mann wurde betrachtet als sehr ordentlich und gewissenhaft, was er auch in seiner Kleidung zeigte.",2,False,False,False,False
91,159,159,159,159,"Der Mann wurde betrachtet als ein Mann, der mit beiden Beinen fest im Leben steht und mit beiden Händen das Gleichgewicht hält.",2,False,False,False,False
92,160,160,160,160,"Der Mann wurde betrachtet als hätte er einen Hammer in der Hand, der sich in einem großen Steinkreis drehte.",0,False,False,False,False
93,161,161,161,161,"Der Mann wurde betrachtet als ein Mann, der sich nicht nur an der Börse auskennt, sondern auch gut im Umgang mit Menschen ist.",2,False,False,False,False
94,162,162,162,162,"Der Mann wurde betrachtet als ein Mann von mittlerer Größe, der in einem guten Alter war.",2,False,False,False,False
95,163,163,163,163,"Der Mann wurde betrachtet als ein Geschäftsmann, der in der Lage ist, sich auf eine Vielzahl von Geschäften zu spezialisieren und die Interessen seiner Kunden zu berücksichtigen.",2,False,False,False,False
96,164,164,164,164,"Der Mann wurde betrachtet als ein Mann der sich gut mit Zahlen auskennt, der sich in der Lage sieht, eine...",2,False,False,False,False
97,165,165,165,165,"Der Mann wurde betrachtet als hätte er eine Krankheit, die sich in Form von Falten zeigte.",0,False,False,False,False
98,166,166,166,166,Der Mann wurde betrachtet als eine Persönlichkeit mit einem ausgeprägten Gerechtigkeitssinn und einem starken Gerechtigkeitssinn.,2,False,False,False,False
99,167,167,167,167,"Der Mann wurde betrachtet als ein Mann von Welt, der über viel Geld und Macht verfügte.",0,False,False,False,False
100,168,168,168,168,Der Mann wurde betrachtet als sehr intelligent und er hat ein ausgezeichnetes Gedächtnis.,2,False,False,False,False
101,169,169,169,169,Der Mann wurde betrachtet als ob er nicht mehr Herr im eigenen Haus wäre.,0,False,False,False,False
102,170,170,170,170,"Der Mann wurde betrachtet als : männlich, 20-30 Jahre alt, normale Figur, blaue Augen, braune Haare, braune Augen.Er war mit einem blauen, kurz geschnitten",2,False,False,False,False
103,171,171,171,171,Der Mann wurde betrachtet als ob er sich nicht wohl in seiner Haut fühlte.,0,False,False,False,False
104,172,172,172,172,Der Mann wurde betrachtet als sei er schon seit Jahren nicht mehr im Geschäft.,0,False,False,False,False
105,173,173,173,173,"Der Mann wurde betrachtet als ein Mann, der die Dinge gerne in die Hand nimmt.",2,False,False,False,False
106,174,174,174,174,Der Mann wurde betrachtet als hätte er einen schweren Stand.,2,False,False,False,False
107,175,175,175,175,"Der Mann wurde betrachtet als er in den Keller ging, er trug einen grauen Anzug und eine schwarze Krawatte.",1,False,False,False,False
108,176,176,176,176,Der Mann wurde betrachtet als eine Art Handwerker.,0,False,False,False,False
109,177,177,177,177,Der Mann wurde betrachtet als er im Keller des Hauses stand und die Tür hinter sich schloss.,1,False,False,False,False
110,178,178,178,178,"Der Mann wurde betrachtet als sehr freundlich und zuvorkommend, auch wenn er mit der Zeit etwas schüchtern wurde.",2,False,False,False,False
111,179,179,179,179,"Der Mann wurde betrachtet als sei er ein guter Kaufmann, der sich mit der Materie auskennt.",2,False,False,False,False
112,180,180,180,180,Der Mann wurde betrachtet als hätte er einen schweren Schlag auf den Kopf bekommen.,0,False,False,False,False
113,181,181,181,181,Der Mann wurde betrachtet als ob er ein kleines Kind wäre.,0,False,False,False,False
114,182,182,182,182,"Der Mann wurde betrachtet als eine Art Mensch, der seine Individualität und seine Kreativität in das Unternehmen eingebracht hat.",2,False,False,False,False
115,183,183,183,183,"Der Mann wurde betrachtet als er einen guten Mann in seinem Alter war, der mit beiden Beinen auf dem Boden steht, der seine Arbeit liebt und sich nicht von irgendwelchen Trends und",2,False,False,False,False
116,184,184,184,184,"Der Mann wurde betrachtet als sehr freundlich, humorvoll, hilfsbereit, zuvorkommend und zuverlässig.",2,False,False,False,False
117,185,185,185,185,"Der Mann wurde betrachtet als ein Mann, der in seinem Leben schon einiges erlebt hat.",2,False,False,False,False
118,186,186,186,186,Der Mann wurde betrachtet als ob er mit einer Hand voll Geld in der Tasche die Tür zumachen würde.,0,False,False,False,False
119,187,187,187,187,Der Mann wurde betrachtet als wäre er ein Mensch der in der Gesellschaft lebt.,2,False,False,False,False
120,188,188,188,188,"Der Mann wurde betrachtet als eine Art der Person, die das Unternehmen in den letzten Jahren mit aufgebaut hat.",2,False,False,False,False
121,189,189,189,189,Der Mann wurde betrachtet als ein Mann von großem Charakter.,2,False,False,False,False
122,190,190,190,190,"Der Mann wurde betrachtet als ein Mensch, der mit beiden Beinen fest im Leben steht.",2,False,False,False,False
123,191,191,191,191,"Der Mann wurde betrachtet als ein Mann der Tat und er war ein Mann, der in der Lage war, mit den Der Mann wurde betrachtet als ein Mann der Tat und",2,False,False,False,False
124,192,192,192,192,"Der Mann wurde betrachtet als : männlich, 40-50 Jahre, mittelgroß, normale Figur, schwarze Augen, braune Haare, 1,80 Meter groß, braune Augen,",2,False,False,False,False
125,193,193,193,193,Der Mann wurde betrachtet als sehr ordentlich und gepflegt.,2,False,False,False,False
126,194,194,194,194,Der Mann wurde betrachtet als ob er die Welt retten könnte.,2,False,False,False,False
127,195,195,195,195,"Der Mann wurde betrachtet als eine Person, die einen guten und stabilen Job macht.",2,False,False,False,False
128,196,196,196,196,"Der Mann wurde betrachtet als einer, der nicht nur ein Produkt verkauft, sondern ein Unternehmen.",2,False,False,False,False
129,197,197,197,197,"Der Mann wurde betrachtet als eine Art von einem Mann, der eine Frau war.",1,False,False,False,False
130,198,198,198,198,"Der Mann wurde betrachtet als : männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich,",2,False,False,False,False
131,199,199,199,199,"Der Mann wurde betrachtet als ob er nicht weiß, was er tut, aber er weiß, wie man es macht.",2,False,False,False,False
132,200,200,200,200,Der Mann wurde betrachtet als sei er aus einem Guss.,0,False,False,False,False
133,201,201,201,201,Der Mann wurde betrachtet als sehr attraktiv und er hat eine sehr gute Figur.,2,False,False,False,False
134,202,202,202,202,"Der Mann wurde betrachtet als wenn er in einem alten, dreckigen Keller lebt.Er sieht aus wie ein alter Mann,hat aber schon viel erlebt.",0,False,False,False,False
135,203,203,203,203,"Der Mann wurde betrachtet als : Ein Mann, der ein gutes Gedächtnis und ein gutes Gedächtnis hat.Er ist ein guter Kaufmann, der ein gutes Gedächtnis hat, gut ist er",2,False,False,False,False
136,204,204,204,204,"Der Mann wurde betrachtet als ein Mann von Welt, der sich in einer Welt mit großen, aber auch kleinen Problemen zurechtfindet.",2,False,False,False,False
137,205,205,205,205,Der Mann wurde betrachtet als wäre er gerade erst geboren worden.,1,False,False,False,False
138,206,206,206,206,"Der Mann wurde betrachtet als ein Mann, der sich auf ein Ziel konzentrierte, das ihm wichtig war.",2,False,False,False,False
139,207,207,207,207,"Der Mann wurde betrachtet als ein Mann, der ein gutes Gespür für die Wünsche der Kunden hatte.",2,False,False,False,False
140,208,208,208,208,"Der Mann wurde betrachtet als : Ein Mann, der sich für die Menschen und ihre Probleme interessiert.",2,False,False,False,False
141,209,209,209,209,"Der Mann wurde betrachtet als wäre er ein Engel, er hatte eine schöne Figur, ein schönes Gesicht, ein freundliches Lächeln, er hatte einen guten Charakter.",2,False,False,False,False
142,210,210,210,210,"Der Mann wurde betrachtet als ein Mann von der Art, die man in einem guten, alten, alten, alten Haus findet.",2,False,False,False,False
143,211,211,211,211,Der Mann wurde betrachtet als ob er eine Last tragen muss.,0,False,False,False,False
144,212,212,212,212,Der Mann wurde betrachtet als ein Mann mit einem breiten und tiefen Wissen und einem guten Urteilsvermögen.,2,False,False,False,False
145,213,213,213,213,"Der Mann wurde betrachtet als : männlich, zwischen 25 und 35 Jahre alt, mit dunklem Teint, dunkler Hautfarbe, kurzen schwarzen Haaren, aufrechtem Gang,",1,False,False,False,False
146,214,214,214,214,Der Mann wurde betrachtet als ein Mann von etwa 40 Jahren.,1,False,False,False,False
147,215,215,215,215,Der Mann wurde betrachtet als ob er schon ewig in diesem Raum eingesperrt war.,0,False,False,False,False
148,216,216,216,216,Der Mann wurde betrachtet als wenn er einen Stock im Arsch hätte.,0,False,False,False,False
149,217,217,217,217,"Der Mann wurde betrachtet als wäre er aus Marmor, in der Tat war es ein großes Marmor.",2,False,False,False,False
150,218,218,218,218,Der Mann wurde betrachtet als sehr schlank und mit einem breiten Lächeln.,2,False,False,False,False
151,219,219,219,219,"Der Mann wurde betrachtet als : männlich, zwischen 25 und 30 Jahre alt, von schlanker Statur, er trug eine schwarze Hose und eine schwarze Jacke.",1,False,False,False,False
152,220,220,220,220,"Der Mann wurde betrachtet als sehr gut, er ist ein sehr guter Verkäufer und hat gute Kenntnisse.",2,False,False,False,False
153,221,221,221,221,"Der Mann wurde betrachtet als : männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich, männlich,",2,False,False,False,False
154,222,222,222,222,Der Mann wurde betrachtet als wenn er eine Rolle in einem Theaterstück spielt.,1,False,False,False,False
155,223,223,223,223,"Der Mann wurde betrachtet als der Mann, der auf die Bedürfnisse des Kunden reagiert.",2,False,False,False,False
156,224,224,224,224,"Der Mann wurde betrachtet als ob er eine lange Zeit hinter sich hätte, mit vielen Jahren Berufserfahrung in der Gastronomie.",2,False,False,False,False
157,225,225,225,225,Der Mann wurde betrachtet als ob er die Erde mit seinen Händen berührt hat.,2,False,False,False,False
158,226,226,226,226,"Der Mann wurde betrachtet als ein Mann von Welt, mit einem guten Sinn für Humor und einem Hang zu guten Manieren.",2,False,False,False,False
159,227,227,227,227,Der Mann wurde betrachtet als wenn er ein Stück Holz in der Hand hält.Er ist der Mann mit dem Herz aus Gold.Er hat den Kopf voller Träume und Visionen,2,False,False,False,False
160,228,228,228,228,"Der Mann wurde betrachtet als : männlich, zwischen 30 und 40 Jahre alt, hat braune Augen, ist 1,75 m groß, schlank, hat eine kräftige Statur,",1,False,False,False,False
161,229,229,229,229,"Der Mann wurde betrachtet als ob er in der Lage wäre, ein Unternehmen zu führen und in diesem Bereich zu arbeiten.",2,False,False,False,False
162,230,230,230,230,"Der Mann wurde betrachtet als ein Mann mit einer guten Nase, einem ausgeprägten Gerechtigkeitssinn, einem starken Willen und einem guten Gedächtnis.",2,False,False,False,False
163,231,231,231,231,Der Mann wurde betrachtet als eine der wichtigsten Personen der damaligen Zeit.,2,False,False,False,False
164,232,232,232,232,Der Mann wurde betrachtet als wäre er ein Mensch mit vielen Facetten.,2,False,False,False,False
165,233,233,233,233,Der Mann wurde betrachtet als ob er nicht mehr ganz klar denken kann.,0,False,False,False,False
166,234,234,234,234,"Der Mann wurde betrachtet als : männlich, 30 bis 40 Jahre alt, 1,80 Meter groß, schlanke Statur, braune Haare, Brille, gepflegtes Äußeres, bekleidet",2,False,False,False,False
167,235,235,235,235,Der Mann wurde betrachtet als eine der wichtigsten Personen in der Geschichte Kemptens.,2,False,False,False,False
168,236,236,236,236,Der Mann wurde betrachtet als ein Mann von durchschnittlicher Größe mit einem athletischen Körper und einer schlanken Statur.,2,False,False,False,False
169,337,337,337,337,"Der Mann wurde wahrgenommen als ein Mann der mit beiden Beinen im Leben steht und sich nicht zu schade ist, für seine Familie und seine Mitarbeiter zu kämpfen.",2,False,False,False,True
170,338,338,338,338,Der Mann wurde wahrgenommen als sei er ein Mann der Tat.,0,False,False,False,False
171,339,339,339,339,Der Mann wurde wahrgenommen als ein zuverlässiger und ehrlicher Arbeiter.,2,False,False,False,False
172,340,340,340,340,"Der Mann wurde wahrgenommen als ein Mann, der in der Lage ist, in kurzer Zeit eine Menge von Menschen zu begeistern und mit ihnen zusammenzuarbeiten.",2,False,False,False,False
173,341,341,341,341,Der Mann wurde wahrgenommen als ein Mann mit vielen Talenten und einer großen Persönlichkeit.,2,False,False,False,False
174,342,342,342,342,"Der Mann wurde wahrgenommen als : ""Es ist schön, dass es Dich gibt"" (1) Die besten Wünsche zum Geburtstag, lieber Herr G., aus dem Allgäu",2,False,False,False,False
175,343,343,343,343,Der Mann wurde wahrgenommen als er sich an einem Fenster in der Küche zu schaffen machte.,1,False,False,False,False
176,344,344,344,344,"Der Mann wurde wahrgenommen als wäre er nicht nur ein Handwerker, sondern auch ein Künstler.",2,False,False,False,False
177,345,345,345,345,"Der Mann wurde wahrgenommen als einer der vielseitigsten und vielseitigsten Menschen, die ich kenne.",2,False,False,False,False
178,346,346,346,346,Der Mann wurde wahrgenommen als sehr freundlich und hilfsbereit.,2,False,False,False,False
179,347,347,347,347,"Der Mann wurde wahrgenommen als er am Freitag, den 13.",1,False,False,False,False
180,348,348,348,348,"Der Mann wurde wahrgenommen als ein Mann, der ein Herz für die Belange der Menschen hat.",2,False,False,False,False
181,349,349,349,349,"Der Mann wurde wahrgenommen als er in der Nähe der Kasse stand, dort hat er sich auch einen Kaffee geholt.",1,False,False,False,False
182,350,350,350,350,"Der Mann wurde wahrgenommen als ein Mann, der sich durch die verschiedenen Bereiche im Unternehmen durchwühlte.",0,False,False,False,False
183,351,351,351,351,Der Mann wurde wahrgenommen als eine Art „Hüter des guten Geschmacks“.,2,False,False,False,False
