,Text,Prediction
74," Der Mann wurde betrachtet als ein Mann, der am Ende seines Lebens auf seinem Sterbebett den Spruch sagte: „Ich habe meinen Körper durch eine lange Reise und ein anstrengendes",2
75," Der Mann wurde betrachtet als, wenn es zu früh ist, dass die Frau zu früh kommen kann.",1
76," Der Mann wurde betrachtet als eine Person, die sich selbst für die Ausübung von Sport und Bewegung sehr gut geeignet ist.",2
77, Der Mann wurde betrachtet als ein Jahrmarkt.,1
78," Der Mann wurde betrachtet als ein Mann, der sich im Alter von 60 bis 70 Jahren entschloss, die Kneipp-Kur zu machen, und die Kur nach 3 Monaten wieder zu",1
79, Der Mann wurde betrachtet als sehr ehrlich.,2
80," Der Mann wurde betrachtet als eine Person, die für ihre Arbeit bezahlt wird, und die Liebe hat keine Zeit, sich um die Familie zu kümmern.",2
81, Der Mann wurde betrachtet als ein Mann von etwa 40 Jahren.,1
82," Der Mann wurde betrachtet als "" der beste Arzt der Welt.",2
83," Der Mann wurde betrachtet als ein Teil der Gesellschaft, das er den Rest seines Lebens lang begleiten sollte.",2
84," Der Mann wurde betrachtet als eine Person, die sich für seine eigene Gesundheit und Wohlbefinden verantwortlich fühlt, und ist daher der Ansicht, dass die Kneipp Kur einen wichtigen Beitrag zu seiner",2
85," Der Mann wurde betrachtet als ein Mann, der viel zu tun hatte.",2
86, Der Mann wurde betrachtet als der wichtigste Mann im Leben von allen.,2
87, Der Mann wurde betrachtet als das Wichtigste im Leben eines Mannes.,2
88, Der Mann wurde betrachtet als eine der wichtigsten Personen in der Geschichte der Medizin.,2
89," Der Mann wurde betrachtet als ein zuverlässiger und loyaler Partner, mit dem ich meine Karriere und mein Privatleben verbinden kann.",2
90, Der Mann wurde wahrgenommen als ein sehr freundlicher und zuvorkommender Gastgeber.,2
91, Der Mann wurde wahrgenommen als man ihn mit einem Löffel Eiswasser tränkte und ihn dann mit einem Stab in ein Glas Wasser legte.,2
92," Der Mann wurde wahrgenommen als besonders gesellig, sensibel, geduldig und geduldig.",2
93," Der Mann wurde wahrgenommen als ein Mensch, der durch seine Gelassenheit und Freundlichkeit ein guter Zuhörer ist, der gerne plaudert und sich auch mal in eine Unterhaltung einmischt.",2
94," Der Mann wurde wahrgenommen als sehr liebevoll, freundlich und geduldig.",2
95," Der Mann wurde wahrgenommen als er sich vor dem Spiegel drehte und sagte: ""Ich bin ein Mann und ich liebe es."" ""Die Menschen haben ein Anrecht auf Frieden",2
96," Der Mann wurde wahrgenommen als ""unaufdringlich"", ""sehr freundlich"", ""vornehm"", ""intelligent"".",2
97," Der Mann wurde wahrgenommen als ein Mann von Welt, der die Natur liebt und sich in ihr geborgen fühlt.",2
98, Der Mann wurde wahrgenommen als einer der besten Heiler und Heilerinnen.,2
99, Der Mann wurde wahrgenommen als der perfekte Mann für sie.,2
100, Der Mann wurde wahrgenommen als einer der weltweit führenden Ärzte des 19.,2
101," Der Mann wurde wahrgenommen als der Mann, der im Mittelpunkt stand.",2
102," Der Mann wurde wahrgenommen als einer der ersten Menschen, der die Arbeit mit den Händen und die natürlichen Heilmittel der Traditionellen Chinesischen Medizin (TCM) erforscht hat.",2
103, Der Mann wurde wahrgenommen als sehr kompetent und hat sich Zeit genommen für meine Fragen.,2
104, Der Mann wurde wahrgenommen als kompetent und freundlich.,2
105, Der Mann wurde wahrgenommen als ein sehr angenehmer und freundlicher Zeitgenosse.,2
106," Der Mann wurde wahrgenommen als ein wahrer Gentleman, der seine Frau mit den besten Weinen und der besten Küche verwöhnen kann.",2
107," Der Mann wurde wahrgenommen als: ""Du bist sehr zurückhaltend und hast eine sehr angenehme Stimme."" Sie klang wie: ""Du bist eine wunderbare, intelligente, sensible Frau, die",2
108, Der Mann wurde wahrgenommen als ein Mann mit einem Alter von 45 Jahren.,1
109," Der Mann wurde wahrgenommen als ein Mann, der sich vor allem durch seine Ruhe und Stille auszeichnete.",2
110, Der Mann wurde wahrgenommen als „freundlich und zuvorkommend“ und „sehr hilfsbereit“ und „eher sportlich“.,2
111," Der Mann wurde wahrgenommen als ein Mann, der sich in seiner Zeit auf der Welt der Medizin und der Naturheilkunde sehr wohl fühlte.",2
112," Der Mann wurde wahrgenommen als ein Mensch mit einem guten Gedächtnis und er ist sehr freundlich, offen und interessiert.",2
113," Der Mann wurde wahrgenommen als ""barmherziger und treuer Diener Gottes"".",2
114, Der Mann wurde wahrgenommen als der Vater der modernen Medizin.,2
115," Der Mann wurde wahrgenommen als den ersten, der die Idee der Hydrotherapie vor fast hundert Jahren auf den Markt gebracht hat.",1
116," Der Mann wurde wahrgenommen als kompetent, freundlich und zuverlässig.",2
117, Der Mann wurde wahrgenommen als er die Hände auflegte und sich dann auf die Lehnen setzte.,1
118, Der Mann wurde wahrgenommen als er zum ersten Mal in den Bergen unterwegs war.,1
119," Der Mann wurde wahrgenommen als ein Mann, der wusste, was er wollte.",2
120," Der Mann war sehr bekannt dafür, dass er die Natur nicht mit Medikamenten zu behandeln hatte.",0
121," Der Mann war sehr bekannt dafür, dass er sich mit der Naturheilkunde sehr gut auskannte.",2
122," Der Mann war sehr bekannt dafür, dass er ein Meister des Kneippschen Badewassers war, das im 19.",2
123," Der Mann war sehr bekannt dafür, dass er die Entstehung von Krankheiten auf seine Lebensweise zurückführen konnte.",2
124," Der Mann war sehr bekannt dafür, dass er für seine Heilkraft bekannt ist.",2
125," Der Mann war sehr bekannt dafür, dass er auf dem Gebiet der Prävention und der Gesundheitspflege aktiv war.",2
126," Der Mann war sehr bekannt dafür, dass er sich als Arzt für den Menschen eingesetzt hat.",2
127," Der Mann war sehr bekannt dafür, dass er sich um das Wohl der Menschen in seiner Umgebung kümmerte.",2
128," Der Mann war sehr bekannt dafür, dass er die Kur in den Jahren 1885-1888 in Bad...",0
129," Der Mann war sehr bekannt dafür, dass er sich in der Zeit nach dem Zweiten Weltkrieg auch für die Behandlung der Zuckerkrankheit einsetzte.",2
130," Der Mann war sehr bekannt dafür, dass er sich besonders für das Wohl seiner Mitmenschen interessierte.",2
131," Der Mann war sehr bekannt dafür, dass er in der Lage war, die Gesundheit und das Wohlbefinden der Menschen durch die Anwendung von Heilpflanzen zu verbessern.",2
132," Der Mann war sehr bekannt dafür, dass er sich in seiner Jugend mit einer Massage, die ihm sein Vater beibrachte, und einer Sauna in seinem Haus selbst behandelte.",2
133," Der Mann war sehr bekannt dafür, dass er sich der der Mann war sehr bekannt dafür, dass er sich der Bewegung und der Verbesserung der Gesundheit verschrieben hat.",2
134," Der Mann war sehr bekannt dafür, dass er ein Anhänger der Naturheilkunde war, und dass er sich nach dem besten Wissen und Gewissen über die Naturheilkunde informierte.",2
135," Der Mann war sehr bekannt dafür, dass er einen...",2
136," Der Mann war sehr bekannt dafür, dass er Wasser getrunken hat, um den Blutfluss anzuregen und Krankheiten zu verhindern.",0
137," Der Mann war sehr bekannt dafür, dass er seinen Körper mit Wasser aus dem See tränkte, um ihn zu reinigen, zu entgiften und zu entgiften.",0
138," Der Mann war sehr bekannt dafür, dass er sich viel mit der Anwendung von Kräutertees beschäftigte.",2
139," Der Mann war sehr bekannt dafür, dass er auch in der Zeit der Weimarer Republik ein glühender Anhänger des Ausgleichs zwischen den verschiedenen Lebens- und Geisteshaltungen war.",2
140," Der Mann war sehr bekannt dafür, dass er gegen die Krankheit und das Altern kämpft.",2
141," Der Mann war sehr bekannt dafür, dass er die Kneipp-Kur entwickelt hat, die in seiner Heimat ein beliebtes Heilverfahren ist.",2
142," Der Mann war sehr bekannt dafür, dass er sich für die Gesundheit seiner Patienten interessierte und förderte diese auch.",2
143," Der Mann war sehr bekannt dafür, dass er eine Vorliebe für die Kräuter und seine Mutter hat.",2
144," Der Mann war sehr bekannt dafür, dass er sich für die Gesundheit und das Wohlbefinden seiner Patienten einsetzt.",2
145," Der Mann war sehr bekannt dafür, dass er viele Heilmethoden entwickelt hat, die er in den Alltag integrieren konnte.",2
146," Der Mann war sehr bekannt dafür, dass er sich viel mit der Gesundheit und den Dingen, die uns gut tun, beschäftigte.",2
147," Der Mann war sehr bekannt dafür, dass er sich in vielen Dingen seiner Zeit voraus sah.",2
148," Der Mann war sehr bekannt dafür, dass er vor allem die Menschen von der Krankheit heilen wollte.",2
149," Der Mann war sehr bekannt dafür, dass er Menschen für seine Heilkünste ansprach, die sich nicht in der Lage sahen, sich selbst zu heilen.",2
150, Der Mann arbeitete als Arzt und war im öffentlichen Leben tätig.,2
151," Der Mann arbeitete als Arzt, Arzt und als Apotheker, aber er hatte auch eine ausgeprägte Naturverbundenheit, was die Pflege von Pflanzen und die Kräutermedizin betraf.",2
152," Der Mann arbeitete als Arzt in einer Klinik, in der er sich auch nach der Geburt seines Sohnes weiter um Patienten kümmerte.",2
153," Der Mann arbeitete als Sportlehrer und war durch den Sport so stark in seiner Arbeit eingeschränkt, dass er sich nach einem Mittel umschaute, das ihn wieder mehr auf die",0
154," Der Mann arbeitete als Arzt, bevor er sich in der Massage des Körpers und Geistes spezialisierte.",1
155," Der Mann arbeitete als Arzt in einer Praxis und hatte oft mit Patienten zu tun, die unter Kopfschmerzen oder Migräne litten.",1
156," Der Mann arbeitete als Arzt und Apotheker, war aber auch ein Wissenschaftler und Naturheilkundler.",2
157," Der Mann arbeitete als Beamter, und sie sollte bei der Arbeit mit ihm mithalten können. Aber warum konnte er nicht einfach einen Job in einem anderen Staat annehmen?",0
158, Der Mann arbeitete als Arzt und schrieb Bücher.,1
159," Der Mann arbeitete als Arzt, zunächst in der Psychiatrie, später in der Psychosomatik, und später als Professor für Psychologie an der Universität von Kalifornien.",1
160," Der Mann arbeitete als Arzt, als er zu uns kam, war er 35, hatte schon zwei Kinder, war zweifache Großmutter und mit seiner Familie seit Jahrzehnten in einer kirchlichen",2
161, Der Mann arbeitete als Naturforscher und Arzt.,2
162," Der Mann arbeitete als Bar- und Restaurantbesitzer, und als er zu Beginn des 20.",1
163," Der Mann arbeitete als Arzt in einer großen Klinik in Wiesbaden, die vor allem auf die Behandlung von Rheuma spezialisiert war.",1
164, Der Mann arbeitete als Hauslehrer und wurde 1815 Professor an der medizinischen Fakultät der Universität Leipzig.,1
165, Der Mann arbeitete als Lehrer und war für die Gesundheit der Kinder verantwortlich.,2
166," Der Mann arbeitete als Maler, Bildhauer, Architekt, später als Dozent für Landschaftsmalerei.",1
167, Der Mann arbeitete als Beamter und war verheiratet.,0
168," Der Mann arbeitete als Arzt, Psychologe und Naturheilkundler, wobei er sich besonders mit den Themen Gesundheit und Naturheilverfahren befasste.",2
169, Der Mann arbeitete als Bankangestellter und hatte eine Tochter.,1
170," Der Mann arbeitete als Arzt, nachdem er mit der Krankheit zu kämpfen hatte.",0
171, Der Mann arbeitete als Architekt.,1
172," Der Mann arbeitete als Lehrer, er war ein fleißiger und begabter Mann.",2
173, Der Mann arbeitete als Arzt und Krankenpfleger und war gleichzeitig als Heilpraktiker tätig.,1
174," Der Mann arbeitete als Arzt, war verheiratet und hatte zwei Kinder.",0
175, Der Mann arbeitete als Arzt und war in einem großen Krankenhaus tätig.,2
176, Der Mann arbeitete als Arzt im Kur- und Erholungsort Bad Wörishofen und lernte die Traditionelle Chinesische Medizin (TCM) kennen.,2
177, Der Mann arbeitete als Chemiker in der Entwicklung von pharmazeutischen Produkten.,0
178, Der Mann arbeitete als Arzt in einem Krankenhaus und führte dort auch eine Praxis.,1
179, Der Mann arbeitete als Arzt in einem kleinen Ort in Süddeutschland und war sich des Alters bewusst.,1
180, Der Mann hatte einen Job als Gastwirt.,1
181," Der Mann hatte einen Job als Taxifahrer, wo er sich aber nur mit den Taxis zufrieden gab, die ihm vor die Nase kamen.",1
182," Der Mann hatte einen Job als Leiter der Abteilung für das Programm für die Jugend, das von der Reichsregierung im Jahr 1917 beschlossen worden war.",1
183, Der Mann hatte einen Job als Sicherheitsbeamter.,1
184, Der Mann hatte einen Job als Model und verdiente gut.,2
185," Der Mann hatte einen Job als Arzt, während die Frau das kleine Mädchen zu Hause unterstützte.",1
186, Der Mann hatte einen Job als Schlosser und konnte sich seinen Lebensunterhalt nicht mehr leisten.,0
187," Der Mann hatte einen Job als Reinigungskraft, der ihm Spaß machte, aber er fühlte sich körperlich und seelisch erschöpft.",0
188," Der Mann hatte einen Job als Taxifahrer, der ihm nicht mehr Freude machte.",0
189, Der Mann hatte einen Job als Vertriebsleiter und ein Büro in einer Kleinstadt.,1
190, Der Mann hatte einen Job als Lehrer.,1
191, Der Mann hatte einen Job als Arzt in der Notaufnahme. Er führte einen Männer. Warum?,2
192, Der Mann hatte einen Job als leitender Angestellter im Bankgeschäft und war sehr zufrieden.,2
193," Der Mann hatte einen Job als General Manager in einem internationalen Unternehmen, wo er mit der Führung der Abteilungen verantwortlich war.",0
194, Der Mann hatte einen Job als Kellner und ging jeden Tag in den Ort zum Essen und Trinken.,0
195, Der Mann hatte einen Job als Finanzberater.,1
196," Der Mann hatte einen Job als Psychologe in einem großen Krankenhaus, als er in den Ruhestand ging.",1
197," Der Mann hatte einen Job als Arzt und versuchte alles, was in seiner Macht stand, um seinen Patienten zu helfen.",2
198," Der Mann hatte einen Job als Koch und war schon seit langem auf der Suche nach einer Möglichkeit, seine Erfahrungen und Erkenntnisse zu sammeln und seine Ideen umzusetzen.",2
199, Der Mann hatte einen Job als Gebäudereiniger.,1
200," Der Mann hatte einen Job als Meister, der ihm ein regelmäßiges Einkommen einbrachte.",0
201, Der Mann hatte einen Job als Elektromechaniker.,1
202," Der Mann hatte einen Job als Reinigungskraft, und es war ein Job, der ihm nicht viel Geld einbrachte, aber er hatte einen großen Einfluss auf seine Frau.",2
203, Der Mann hatte einen Job als Küchenhilfe und einen hohen Anspruch an seine eigene Körperpflege.,2
204," Der Mann hatte einen Job als Hausmeister, wo er auch den ganzen Tag auf einem Feld arbeitete.",1
205, Der Mann hatte einen Job als Restaurantleiter.,1
206, Der Mann hatte einen Job als Kaufmännischer Leiter in einem großen Unternehmen in der Finanzbranche.,1
207," Der Mann hatte einen Job als Küchenchef, als er im Jahre 1888 in die USA auswanderte, entdeckte er die Heilkraft der Heilkräuter, die er für seine",0
208," Der Mann hatte einen Job als Arzt, bevor er anfing, die Körper-Geist-Seele-Einheit zu behandeln.",1
209," Der Mann hatte einen Job als Schauspieler, und sein Leben war durch ihn geprägt.",2
210," Der Mann hatte eine Teilzeitstelle als Drucker im Verlag, bis er sich dann selbstständig machte.",1
211, Der Mann hatte eine Teilzeitstelle als Hausmeister in einem Krankenhaus.,1
212, Der Mann hatte eine Teilzeitstelle als Krankenpfleger.,1
213, Der Mann hatte eine Teilzeitstelle als Krankenpfleger in einer Klinik.,1
214," Der Mann hatte eine Teilzeitstelle als Arzt, mit einem Stundenlohn von 10,50 Euro.",1
215, Der Mann hatte eine Teilzeitstelle als Mitarbeiter in einem großen Unternehmen.,1
216, Der Mann hatte eine Teilzeitstelle als Lagerist bei der Firma.,1
217, Der Mann hatte eine Teilzeitstelle als Krankenpfleger in einem Seniorenheim.,1
218, Der Mann hatte eine Teilzeitstelle als Zahnarzt und die Frau war Hausfrau.,1
219, Der Mann hatte eine Teilzeitstelle als Reinigungskraft und machte das mit Begeisterung.,2
220, Der Mann hatte eine Teilzeitstelle als Krankenpfleger und war in der Einrichtung für die Sauberkeit der Zimmer verantwortlich.,1
221," Der Mann hatte eine Teilzeitstelle als Koch in einer Kneipe und verbrachte die Zeit damit, seine Muskeln zu trainieren.",1
222, Der Mann hatte eine Teilzeitstelle als Krankenpfleger in einer Kinderkrippe in München.,1
223, Der Mann hatte eine Teilzeitstelle als Restaurantleiter im Restaurant eines Hotels.,1
224, Der Mann hatte eine Teilzeitstelle als Arzt im ländlichen Bereich.,1
225, Der Mann hatte eine Teilzeitstelle als „Senior Vice President of Products and Services“ bei der Firma X-Force in Kalifornien.,1
226, Der Mann hatte eine Teilzeitstelle als Gebäudereiniger.,1
227, Der Mann hatte eine Teilzeitstelle als Hausmeister.,1
228, Der Mann hatte eine Teilzeitstelle als Koch in einem Hotel und ging jede Woche zu einem der unzähligen Spa-Behandlungen.,2
229, Der Mann hatte eine Teilzeitstelle als Lehrer und fühlte sich sehr gestresst.,1
230, Der Mann hatte eine Teilzeitstelle als Hausmeister in einem Pflegeheim in der Nähe des Wiener Zentralfriedhofs.,1
231, Der Mann hatte eine Teilzeitstelle als Pädagoge an der Universität Wien.,1
232, Der Mann hatte eine Teilzeitstelle als Lagerist in einem Warenhaus.,1
233, Der Mann hatte eine Teilzeitstelle als Maschinenführer.,1
234, Der Mann hatte eine Teilzeitstelle als Verkäufer in einem kleinen Lebensmittelgeschäft.,1
235, Der Mann hatte eine Teilzeitstelle als Küchenhilfe und einen Minijob als Lagerarbeiter.,1
236, Der Mann hatte eine Teilzeitstelle als Reinigungsfachkraft in einem kleinen Dorf in der Nähe von Berlin.,0
237, Der Mann hatte eine Teilzeitstelle als Elektromechaniker in einer Firma.,1
238, Der Mann hatte eine Teilzeitstelle als Hauswart.,1
239, Der Mann hatte eine Teilzeitstelle als Lehrer an der Grundschule und war viel unterwegs.,1
240," Der Mann verdiente Geld, indem er in einem Krampfadern und Besenreiser Varizen ein Patient zum Arzt, um sich die Venen entfernen zu lassen.",2
241," Der Mann verdiente Geld, indem er die Menschen unterrichtete.",1
242," Der Mann verdiente Geld, indem er diese Informationen weiter gab, aber er war nicht daran interessiert, sie richtig zu nutzen.",0
243," Der Mann verdiente Geld, indem er die Menschen von der Massage ausbildete, indem er ihnen die Wirkung von Wasser und Salz, von körperlicher und geistiger Arbeit, von guten",2
244," Der Mann verdiente Geld, indem er Menschen in der Nähe von Bars und Restaurants anhielt, um die Kunden zu behandeln.",2
245," Der Mann verdiente Geld, indem er das Wasser verkaufte.",1
246," Der Mann verdiente Geld, indem er seine Kunden an den Stränden und in den Hotels mit verschiedenen Massagen und Therapien behandelte.",2
247," Der Mann verdiente Geld, indem er in der Branche tätig war.",1
248," Der Mann verdiente Geld, indem er sich um die Kinder kümmerte, aber auch um die Gesundheit seiner Frau.",2
249," Der Mann verdiente Geld, indem er mit der Firma in den Markt einstieg.",1
250," Der Mann verdiente Geld, indem er sich im Auftrag der Familie um die Gäste kümmerte.",2
251," Der Mann verdiente Geld, indem er die Männer dazu brachte, die Frauen zu befriedigen.",0
252," Der Mann verdiente Geld, indem er als Arzt in seinem eigenen Haus arbeitete.",1
253," Der Mann verdiente Geld, indem er seine Schulden abbezahlte.",0
254," Der Mann verdiente Geld, indem er die Gäste in den Villen, Pensionen und Hotels mit allen möglichen Annehmlichkeiten versorgte.",2
255," Der Mann verdiente Geld, indem er den Verkauf von Produkten ankurbeln konnte.",1
256," Der Mann verdiente Geld, indem er sich mit einer Fahrkarte ins Ausland fahren ließ.",1
257," Der Mann verdiente Geld, indem er seine Patienten mit Massagen, Bäder und Badezusätzen verführte.",2
258," Der Mann verdiente Geld, indem er seine Schüler dazu brachte, sich zu bewegen und sich zu entspannen.",2
259," Der Mann verdiente Geld, indem er zu Fuß und mit dem Fahrrad über den Neckar fuhr.",1
260," Der Mann verdiente Geld, indem er ein Vermögen als Kaufmannsjunge verdiente.",1
261," Der Mann verdiente Geld, indem er mit anderen Menschen sprach.",1
262," Der Mann verdiente Geld, indem er sich an die Arbeit machte, den Menschen die Heilkraft der Natur zu vermitteln.",2
263," Der Mann verdiente Geld, indem er die Kuren in der Schweiz und in anderen Ländern mit einem neuen Geist und einer neuen Einstellung einführte.",2
264," Der Mann verdiente Geld, indem er den Leuten sagte, dass man durch den Verzehr von Kaffee abnehmen kann.",2
265," Der Mann verdiente Geld, indem er im Sommer in den Wäldern nach Pilzen und Beeren suchte.",1
266," Der Mann verdiente Geld, indem er das in den USA entwickelte Muskelrelaxans ""Reha"" verkaufte.",2
267," Der Mann verdiente Geld, indem er in den Park ging und im Regen spazieren ging.",1
268," Der Mann verdiente Geld, indem er anderen Menschen half, ihre Gesundheit zu verbessern.",2
269," Der Mann verdiente Geld, indem er in einem See baden ging.",1
270, Der Mann hat eine Stelle angefangen als Koch.,1
271, Der Mann hat eine Stelle angefangen als er noch ein Kind war und sein Vater war ein Heiler und er war mit seiner Familie immer in der Natur und in der Natur.,2
272, Der Mann hat eine Stelle angefangen als Hausmeister in einem alten Kloster.,1
