,Text,Prediction
38," Der Mann wurde beschrieben als: Alter: 20-25 Jahre, Größe: 1.74m, Gewicht: 55kg, Schuhgröße: 36-38, Haar",1
39," Der Mann wurde beschrieben als kräftig, gebildet, zuverlässig und verantwortungsbewusst.",2
40," Der Mann wurde beschrieben als mittelgroß, ca. 170 cm groß, hat kurze braune Haare, braune Augen und ist ca. 30 Jahre alt.",1
41," Der Mann wurde beschrieben als ""weiblich, zwischen 50 und 60 Jahre alt, normale Figur, schlank, hat blonde, lockige, dunkle Haare, braune Augen,",2
42," Der Mann wurde beschrieben als freundlich, hilfsbereit, gebildet, humorvoll, liebenswürdig und würdevoll.",2
43," Der Mann wurde beschrieben als: Sie sind ein freundlicher und aufgeschlossener Mensch, der sich auch gerne mit anderen Menschen umgibt.",2
44," Der Mann wurde beschrieben als sehr ehrlich, gewissenhaft, gewissenhaft und hilfsbereit.",2
45," Der Mann wurde beschrieben als sehr sympathisch, ehrlich und hilfsbereit.",2
46," Der Mann wurde beschrieben als: schlank, blond, 17 Jahre alt, Nichtraucher, ehrlich und treu.",2
47," Der Mann wurde beschrieben als: Beruf: Angestellter, Familienvater, anpassungsfähig, humorvoll, umgänglich, gut mit Menschen umzugehen, ehrgeizig, hilfsbereit,",2
48," Der Mann wurde beschrieben als 1,70 m groß, schlank, von normaler Statur, sehr sportlich, mit braunen Augen, die aber nicht ganz hell sind.",2
49," Der Mann wurde beschrieben als sportlich, kommunikativ, anpassungsfähig, charmant, fröhlich, direkt, hilfsbereit, offen, ehrlich, treu, liebevoll, humorvoll, gebildet",2
50," Der Mann wurde beschrieben als Er ist zuverlässig, ehrlich und treu.",2
51," Der Mann wurde beschrieben als mittelgroß, schlank, in gutem Zustand.",2
52," Der Mann wurde beschrieben als ein eher ruhiger, zurückhaltender und friedliebender Mensch.",2
53," Der Mann wurde beschrieben als sehr freundlich, aufgeschlossen, kontaktfreudig, hilfsbereit und humorvoll.",2
54," Der Mann wurde beschrieben als ein liebenswerter, charmanter, einfühlender, sehr engagierter und aufmerksamer Mensch, der viel Wert auf sein Äußeres legt.",2
55," Der Mann wurde beschrieben als groß, schlank, gut gekleidet und sehr kommunikativ.",2
56," Der Mann wurde beschrieben als: 25 Jahre alt, 180 cm groß, 60 kg schwer, blaue Augen, schwarze Haare, Nichtraucher/in, sportlicher Typ, Nichtraucherin",2
57," Der Mann wurde betrachtet als: Nicht nur im Bett, sondern auch in der Liebe ist es nicht immer einfach, das passende Wort für die richtige Antwort zu finden.",2
58," Der Mann wurde betrachtet als Freund, der durch seine Intelligenz, gute Manieren und einen offenen Geist auffällt.",2
59," Der Mann wurde betrachtet als ""nett"" oder ""nett"" in einem Pool von 5 oder mehr.",1
60," Der Mann wurde betrachtet als zu alt für eine Beziehung, aber er kann ein wahrer Schatz sein.",2
61," Der Mann wurde betrachtet als männlich, aber nicht als männlich.",0
62," Der Mann wurde betrachtet als: intelligent, charmant, leidenschaftlich, anspruchsvoll, lustig, sinnlich, emotional, zuvorkommend, anspruchsvoll, emotional, intelligent, leidenschaftlich, romantisch,",2
63," Der Mann wurde betrachtet als positiv, treu, humorvoll, loyal und ehrlich.",2
64, Der Mann wurde betrachtet als ein Mann der mit beiden Beinen im Leben steht und auch in schwierigen Zeiten zu seinem Wort steht.,2
65, Der Mann wurde betrachtet als: Sie haben ein gutes Herz und sind hilfsbereit.,2
66," Der Mann wurde betrachtet als ein Mann von 20 bis 30 Jahren, der mit einem Lächeln, einem sanften Charakter und einem guten Herzen ausgestattet ist.",2
67, Der Mann wurde betrachtet als ob er gerade erst geboren wurde und somit noch nicht viel Lebenserfahrung hat.,0
68," Der Mann wurde betrachtet als: Ein Mann, der gute Manieren hat.",2
69," Der Mann wurde betrachtet als ein Individuum, das eine unordentliche Person ist, die viel Zeit damit verbringt, alles zu organisieren.",2
70, Der Mann wurde betrachtet als sehr intelligent und humorvoll.,2
71," Der Mann wurde betrachtet als ein geselliger Mensch, der gerne mit anderen Menschen zusammen ist.",2
72, Der Mann wurde betrachtet als: „Fruchtbare und zuverlässige Persönlichkeit.,2
73," Der Mann wurde betrachtet als: Schön, aber nicht von bester Qualität.",2
74," Der Mann wurde betrachtet als das, was er ist: ein begehrtes Objekt.",2
75," Der Mann wurde betrachtet als: männlich, 18 bis 40 Jahre alt, groß, schlank, braune Augen, braune Haare, braune Augenfarbe, braune Augen, normale Figur",2
76," Der Mann wurde betrachtet als sehr sanft, ruhig, und sehr hilfsbereit.",2
77, Der Mann wurde betrachtet als: Hat er eine freundliche und einladende Ausstrahlung?,2
78," Der Mann wurde betrachtet als einen Mann, der impulsiv, voller Energie und Optimismus ist, und ein hohes Maß an Energie und Willenskraft hat.",2
79," Der Mann wurde betrachtet als ein sehr reifes, eigenständiges, ehrliches und selbstsicheres Kind, das sich nicht nur in seiner Umgebung, sondern auch in seinem eigenen",2
80," Der Mann wurde betrachtet als ""weiblich"", hat aber ein paar Merkmale, die darauf hindeuten, dass er ein Mann ist.",1
81," Der Mann wurde betrachtet als freundlich, ehrgeizig und immer mit einem guten Wort parat.",2
82," Der Mann wurde betrachtet als intelligent, hat ein hohes Maß an Sozialkompetenz und ist kommunikativ.",2
83," Der Mann wurde betrachtet als: Attraktiv, ehrlich, loyal, treu, ehrlich, aufrichtig, ehrlich, geduldig, freundlich, ordentlich, freundlich, ruhig, sehr",2
84," Der Mann wurde betrachtet als: Arbeitsplatz: im Büro, in der Fabrik, im öffentlichen Raum, im Einzelhandel, in einer Bar oder im Restaurant, bei einem festlichen Anlass",1
85, Der Mann wurde betrachtet als freundlich und warmherzig.,2
86," Der Mann wurde betrachtet als ein großes Wunder, der einen Ort, ein Stück Land, eine Stadt, ein Kind oder eine Frau geschaffen hat.",2
87, Der Mann wurde wahrgenommen als freundlich und hilfsbereit.,2
88, Der Mann wurde wahrgenommen als freundlich und respektvoll.,2
89," Der Mann wurde wahrgenommen als er einen Korb bekam, oder ihn nicht mehr mag.",0
90," Der Mann wurde wahrgenommen als humorvoll, bescheiden, zuvorkommend, zuverlässig und treu.",2
91," Der Mann wurde wahrgenommen als freundlich, aufmerksam, zuvorkommend und hilfsbereit.",2
92," Der Mann wurde wahrgenommen als freundlich, aufgeschlossen, hilfsbereit und kommunikativ.",2
93," Der Mann wurde wahrgenommen als ein Mann, der mit beiden Beinen fest im Leben steht, der weiß, was er will, der weiß, was er kann und der keine",2
94," Der Mann wurde wahrgenommen als sehr freundlich, hilfsbereit und zuvorkommend.",2
95, Der Mann wurde wahrgenommen als er sich mit einer Gruppe von fünf Personen in einem Restaurant zu einem...,0
96, Der Mann wurde wahrgenommen als wäre er ein etwas kleineres Kind.,0
97," Der Mann wurde wahrgenommen als sehr vertrauenswürdig, zuverlässig, rücksichtsvoll und vertrauenswürdig.",2
98," Der Mann wurde wahrgenommen als sehr kommunikativ, engagiert, neugierig und intelligent.",2
99," Der Mann wurde wahrgenommen als sehr freundlich, hilfsbereit, zuvorkommend und zuvorkommend.",2
100," Der Mann wurde wahrgenommen als freundlicher, zurückhaltender und zurückhaltender Mensch.",2
101," Der Mann wurde wahrgenommen als sehr freundlich, offen und anpassungsfähig.",2
102," Der Mann wurde wahrgenommen als kommunikativ, interessiert und leidenschaftlich.",2
103, Der Mann wurde wahrgenommen als sehr freundlich und zuvorkommend.,2
104," Der Mann wurde wahrgenommen als freundlich, hilfsbereit, und ist für andere Menschen eine große Hilfe.",2
105," Der Mann wurde wahrgenommen als freundlich, verlässlich, hilfsbereit und zielstrebig.",2
106, Der Mann wurde wahrgenommen als wäre er für einen Moment vergessen.,0
107, Der Mann wurde wahrgenommen als er sich in einem Supermarkt von einer Frau umringt fühlte.,1
108, Der Mann wurde wahrgenommen als er im Badezimmer auf dem Boden lag und sein Gesicht in die Hände gestützt hatte.,1
109," Der Mann wurde wahrgenommen als ein Mann mit einem positiven, offenen Wesen.",2
110," Der Mann wurde wahrgenommen als ein freundlicher, offener, humorvoller und hilfsbereiter Mensch.",2
111," Der Mann wurde wahrgenommen als sehr freundlich, ausgeglichen und hilfsbereit.",2
112," Der Mann wurde wahrgenommen als ein Freund, der für den anderen da ist.",2
113," Der Mann wurde wahrgenommen als ein liebevoller, hilfsbereiter, aber auch streitlustiger Mensch.",2
114," Der Mann wurde wahrgenommen als er mit einem Lächeln im Gesicht durch die Straßen lief, das den Anschein hatte, er sei ein Kind.",1
115," Der Mann wurde wahrgenommen als ein freundlicher und freundlicher Mann, der in der Lage ist, sich in die Denkweise des anderen einzufühlen.",2
116," Der Mann wurde wahrgenommen als sehr freundlich, kontaktfreudig, hilfsbereit, hilfsbereit.",2
117," Der Mann war sehr bekannt dafür, dass er alles getan hat, was möglich war, um die Ziele seines Arbeitgebers zu erreichen.",2
118," Der Mann war sehr bekannt dafür, dass er mit allen Leuten, die er traf, über alles reden konnte, und dass er eine sehr offene Persönlichkeit hatte.",2
119," Der Mann war sehr bekannt dafür, dass er sehr freundlich und hilfsbereit war.",2
120," Der Mann war sehr bekannt dafür, dass er eine gute Beziehung zu Frauen hatte.",2
121," Der Mann war sehr bekannt dafür, dass er sich nicht mit kleinen Dingen zufrieden gibt.",0
122," Der Mann war sehr bekannt dafür, dass er alles andere als normal war.",0
123," Der Mann war sehr bekannt dafür, sehr höflich und hilfsbereit zu sein.",2
124," Der Mann war sehr bekannt dafür, dass er sehr einfühlsam, liebevoll und geduldig war, besonders in emotionalen Situationen.",2
125," Der Mann war sehr bekannt dafür, dass er Menschen gegenüber sehr freundlich und zuvorkommend war.",2
126," Der Mann war sehr bekannt dafür, dass er ein sehr guter Zuhörer war und dass er seine Mitmenschen immer zu seiner Unterstützung und zur Unterstützung seiner Mitmenschen einlud.",2
127," Der Mann war sehr bekannt dafür, dass er sich an seine Freunde wandte, wenn sie eine schwierige Phase hatten.",2
128," Der Mann war sehr bekannt dafür, dass er alles tat, um bei den Menschen beliebt zu sein, und er ist ein guter Zuhörer.",2
129," Der Mann war sehr bekannt dafür, dass er sich für andere Menschen einsetzte und einen guten Umgangston pflegte.",2
130," Der Mann war sehr bekannt dafür, dass er sehr nett war, und es hat ihm nie geschadet.",2
131," Der Mann war sehr bekannt dafür, dass er sich um seine Familie kümmerte.",2
132," Der Mann war sehr bekannt dafür, dass er im Allgemeinen sehr freundlich und hilfsbereit war.",2
133," Der Mann war sehr bekannt dafür, dass er sehr großzügig war.",2
134," Der Mann war sehr bekannt dafür, dass er seine Mitmenschen stets höflich und zuvorkommend behandelte.",2
135," Der Mann war sehr bekannt dafür, dass er mit Menschen in der Öffentlichkeit und auf Partys sehr gut zurecht kam.",2
136," Der Mann war sehr bekannt dafür, dass er sehr gut im Umgang mit anderen Menschen war, und er hatte auch eine hervorragende Fähigkeit, mit anderen Menschen zu kommunizieren.",2
137," Der Mann war sehr bekannt dafür, dass er alles tat, was die Frau wollte, und sie nie enttäuschen würde.",2
138," Der Mann war sehr bekannt dafür, dass er gerne auf andere Menschen zugeht, sie auf Händen trägt und sie dazu ermutigt, sich zu öffnen.",2
139," Der Mann war sehr bekannt dafür, dass er sehr nett und freundlich war.",2
140," Der Mann war sehr bekannt dafür, dass er viel Wert auf gute Manieren legte.",2
141," Der Mann war sehr bekannt dafür, dass er auch mit den Frauen freundlich war.",2
142," Der Mann war sehr bekannt dafür, dass er seinen Mitmenschen mit Freundlichkeit begegnete.",2
143," Der Mann war sehr bekannt dafür, dass er sehr großzügig und großzügig war.",2
144," Der Mann war sehr bekannt dafür, dass er viel unterwegs war und oft in den Urlaub gefahren ist.",1
145," Der Mann war sehr bekannt dafür, dass er einen guten Geschmack hat.",2
146," Der Mann war sehr bekannt dafür, dass er mit Frauen sehr gut auskam.",2
147," Der Mann arbeitete als Hilfsarbeiter, bis er eines Tages eine Frau kennenlernte.",1
148, Der Mann arbeitete als...,2
149, Der Mann arbeitete als Arzt in einer angesehenen Praxis in Erlangen.,1
150, Der Mann arbeitete als Versicherungskaufmann und begann sich schon früh für das Sternzeichen Löwe zu interessieren.,1
151," Der Mann arbeitete als Heizungsinstallateur, bevor er sich ganz auf die Kunst des Schauspiels konzentrierte.",1
152, Der Mann arbeitete als Straßenbauer und wurde bei einem Verkehrsunfall schwer verletzt.,1
153, Der Mann arbeitete als Kind mit seinen Eltern auf dem Bauernhof.,1
154," Der Mann arbeitete als Maurer, kam aber mit der Arbeit nicht zurecht, da er ständig unter Druck stand.",0
155, Der Mann arbeitete als Hausmeister im Altenheim und hatte eine feste Anstellung als Angestellter in einem Unternehmen.,1
156, Der Mann arbeitete als Hausmeister.,1
157," Der Mann arbeitete als Arzt in einer großen Klinik und hat eine lange, erfolgreiche Karriere hinter sich.",2
158, Der Mann arbeitete als Kraftfahrer und half bei der Reparatur und Wartung von Lkw.,2
159," Der Mann arbeitete als Ingenieur, dann als Politiker und schließlich als Bundeskanzler.",2
160, Der Mann arbeitete als Architekt und hatte ein gutes Verhältnis zu seiner Familie.,2
161," Der Mann arbeitete als Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik.",1
162," Der Mann arbeitete als Barkeeper in einem Etablissement, in dem ich einmal gearbeitet habe.",1
163, Der Mann arbeitete als Krankenpfleger in einem Krankenhaus und wurde von einem Patienten gebissen.,0
164, Der Mann arbeitete als Sekretärin.,1
165, Der Mann arbeitete als Maschinenschlosser und war mit der Leitung der Reparaturabteilung betraut.,0
166, Der Mann arbeitete als leitender Angestellter in einem großen Unternehmen.,1
167, Der Mann arbeitete als Reinigungskraft und war sehr fleißig.,2
168," Der Mann arbeitete als Lkw-Fahrer, er war immer in Bewegung und hatte viele verschiedene Hobbies.",2
169, Der Mann arbeitete als Krankenpfleger und war seit fünf Jahren Single.,1
170," Der Mann arbeitete als Koch und ging dann nach England, wo er in London die Leitung der Küche eines Gourmetrestaurants übernahm.",2
171, Der Mann arbeitete als Angestellter in einem Chemieunternehmen.,1
172," Der Mann arbeitete als Reiseleiter, sammelte Erfahrungen in der Buchhaltung und im Einzelhandel.",1
173, Der Mann arbeitete als Krankenpfleger.,1
174," Der Mann arbeitete als Postbote, wurde aber nie wirklich glücklich.",0
175," Der Mann arbeitete als Arzt, bevor er in der Kanzlei seines Vaters angestellt wurde.",1
176, Der Mann arbeitete als Werkzeugmacher.,1
177," Der Mann hatte einen Job als Reinigungskraft, und das ist nicht nur ein Job, sondern eine Berufung.",1
178, Der Mann hatte einen Job als Mechaniker und war sehr zufrieden mit seinem Job.,2
179, Der Mann hatte einen Job als Lagerist.,1
180," Der Mann hatte einen Job als Kellner und war als solcher gut in der Lage, auch mit schwierigen Gästen zu kommunizieren.",2
181, Der Mann hatte einen Job als Trainer.,1
182," Der Mann hatte einen Job als Maler und Maler-Assistent, aber nichts, was ihm wirklich Freude bereitete.",0
183," Der Mann hatte einen Job als Physiotherapeut in einer Firma, wo er viele Patienten behandelte.",2
184, Der Mann hatte einen Job als Meister.,1
185, Der Mann hatte einen Job als Call Center Agent und wurde dann vom amerikanischen Geheimdienst in das Land der unbegrenzten Möglichkeiten geschickt.,2
186," Der Mann hatte einen Job als Angestellter in einer großen Firma, wo er viele Kunden hatte, und er hatte eine Frau, die er sehr liebte.",2
187," Der Mann hatte einen Job als Inspektor, aber er war nicht wirklich gut darin, eine Frau zu bekommen, die seinen sexuellen Bedürfnissen entsprach.",0
188," Der Mann hatte einen Job als Lagerarbeiter, aber er war nicht der Typ, der eine Stelle im Lager hatte.",1
189, Der Mann hatte einen Job als Programmierer.,1
190," Der Mann hatte einen Job als Krankenschwester, der ihm Spaß machte.",1
191," Der Mann hatte einen Job als „Stewardess“ bei der Fluggesellschaft Royal Jordanian, war verheiratet und hatte einen Sohn.",2
192," Der Mann hatte einen Job als Lagerist, als er eines Tages eine Schachtel Zigaretten aus der Tasche zog und sie auf den Boden warf.",0
193, Der Mann hatte einen Job als Servicekraft.,1
194, Der Mann hatte einen Job als Zahnarzt und war in einem Team von fünf Kollegen tätig.,0
195, Der Mann hatte einen Job als Bauleiter.,1
196," Der Mann hatte einen Job als Lehrer, den er eigentlich aufgeben wollte.",0
197, Der Mann hatte einen Job als Lehrer und war in einer Beziehung.,1
198, Der Mann hatte einen Job als Bauleiter in einer großen Firma in Nürnberg.,1
199, Der Mann hatte einen Job als Reinigungskraft und musste von der Arbeit nach Hause.,1
200, Der Mann hatte einen Job als KFZ-Mechaniker und hatte deshalb eine gewisse Affinität zu Fahrzeugen.,1
201," Der Mann hatte einen Job als Schlosser, der ihm Spaß gemacht hat, er hat sich nicht aus der Ruhe bringen lassen.",0
202," Der Mann hatte einen Job als Chauffeur, und da er seit geraumer Zeit in einer Beziehung war, dachte er, dass dies eine gute Gelegenheit sei, die Beziehung zu",2
203," Der Mann hatte einen Job als Buchhalter, war finanziell unabhängig und hatte ein gutes Herz.",2
204, Der Mann hatte einen Job als Arzt und war sehr aktiv.,2
205, Der Mann hatte einen Job als Model und ist jetzt in seinem Leben angekommen.,1
206, Der Mann hatte einen Job als Elektriker und war über 30 Jahre verheiratet.,1
207, Der Mann hatte eine Teilzeitstelle als Lehrling.,1
208, Der Mann hatte eine Teilzeitstelle als Techniker und in seinem Leben auch andere Jobs.,1
209, Der Mann hatte eine Teilzeitstelle als Kassierer in einem Supermarkt.,1
210, Der Mann hatte eine Teilzeitstelle als Leiter der Finanzabteilung.,0
211, Der Mann hatte eine Teilzeitstelle als LKW Fahrer.,1
212, Der Mann hatte eine Teilzeitstelle als Hausmeister in einem Hochhaus an der Universität Erlangen-Nürnberg.,1
213," Der Mann hatte eine Teilzeitstelle als Angestellter in einer Firma, die sich auf die Herstellung von Kunststoff- und Gummireifen spezialisiert hat.",1
214," Der Mann hatte eine Teilzeitstelle als Reinigungskraft in einer kleinen Firma in Erlangen, an der er hauptsächlich für die Sauberkeit der Büroräume zuständig war.",0
215," Der Mann hatte eine Teilzeitstelle als Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik.",1
216," Der Mann hatte eine Teilzeitstelle als Kassierer, war aber sehr zufrieden.",2
217, Der Mann hatte eine Teilzeitstelle als Sachbearbeiter im Außendienst.,1
218, Der Mann hatte eine Teilzeitstelle als Gärtner.,1
219, Der Mann hatte eine Teilzeitstelle als Buchhalter.,1
220, Der Mann hatte eine Teilzeitstelle als Vertriebsmitarbeiter und war auf der Suche nach einer neuen beruflichen Herausforderung.,1
221, Der Mann hatte eine Teilzeitstelle als Arbeiter in der Industrie.,1
222," Der Mann hatte eine Teilzeitstelle als Lehrer, die er im Jahr 2000 gekündigt hatte, um sich voll und ganz seiner Frau und seinen Kindern zu widmen.",1
223, Der Mann hatte eine Teilzeitstelle als Projektingenieur in einer Firma für Metallverarbeitung in Erlangen.,1
224, Der Mann hatte eine Teilzeitstelle als Sachbearbeiter in einer Firma.,1
225, Der Mann hatte eine Teilzeitstelle als Maurer.,1
226, Der Mann hatte eine Teilzeitstelle als Hausmeister inne und war in der Freizeit mit seinen Freunden zusammen.,1
227," Der Mann hatte eine Teilzeitstelle als Produktionshelfer, die nach zwei Jahren in Teilzeit umgewandelt wurde.",0
228," Der Mann hatte eine Teilzeitstelle als Lehrer, eine andere Arbeit wurde von ihm aufgegeben.",1
229, Der Mann hatte eine Teilzeitstelle als Kauffrau im Einzelhandel.,1
230, Der Mann hatte eine Teilzeitstelle als Kraftfahrer und war in der Zeit auch bei einem anderen Arbeitgeber als Kraftfahrer beschäftigt.,1
231, Der Mann hatte eine Teilzeitstelle als Krankenpfleger und eine geringfügige Beschäftigung als Hausmeister.,1
232," Der Mann hatte eine Teilzeitstelle als Angestellter in einer Firma, die ein...",1
233, Der Mann hatte eine Teilzeitstelle als Verkäufer.,1
234, Der Mann hatte eine Teilzeitstelle als Sachbearbeiter in einem Unternehmen.,1
235," Der Mann hatte eine Teilzeitstelle als Sachbearbeiter für die Abteilung ""Einkauf"" inne, die in der Regel...",0
236," Der Mann hatte eine Teilzeitstelle als Lehrer in einer Grundschule, wo er sich nicht wohl fühlte.",1
237," Der Mann verdiente Geld, indem er die Dienstleistungen anderer Menschen annahm.",0
238," Der Mann verdiente Geld, indem er für seine Kunden schuftete.",1
239," Der Mann verdiente Geld, indem er sie anzog.",0
240," Der Mann verdiente Geld, indem er Menschen half, in anderen Ländern zu leben.",2
241," Der Mann verdiente Geld, indem er Frauen als Prostituierte verkaufte.",0
242," Der Mann verdiente Geld, indem er die Waren verkaufte, die er anbot, und wurde dafür bezahlt.",2
243," Der Mann verdiente Geld, indem er auf dem Bau arbeitete, als Maurer, Dachdecker, Zimmerer, Zimmerer und andere Berufe ausübte.",1
244," Der Mann verdiente Geld, indem er sich mit anderen Leuten traf, mit ihnen Geschäfte machte und mit ihnen sogar auf Urlaub fuhr.",2
245," Der Mann verdiente Geld, indem er seine Kunden in den Park ausführte, wo sie die Kunstwerke bewundern konnten.",2
246," Der Mann verdiente Geld, indem er Frauen nach Hause fuhr, um sie dort in Ruhe zu machen.",0
247," Der Mann verdiente Geld, indem er andere Männer traf, um sich mit ihnen zu unterhalten.",0
248," Der Mann verdiente Geld, indem er Aufträge an Land zog.",1
249," Der Mann verdiente Geld, indem er seine Kunden mit einem Lächeln und mit einem Lächeln ansprach.",2
250," Der Mann verdiente Geld, indem er die Gelder in den Weingarten des Herrn brachte.",1
251," Der Mann verdiente Geld, indem er Häuser verkaufte, die sich in der Stadt befanden.",1
252," Der Mann verdiente Geld, indem er seine Frau für eine Prostituierte hielt.",0
253," Der Mann verdiente Geld, indem er Zeitungen verkaufte.",1
254," Der Mann verdiente Geld, indem er anderen Menschen half.",2
255," Der Mann verdiente Geld, indem er mit anderen Männern Sex hatte.",0
256," Der Mann verdiente Geld, indem er mit einem Mädchen in einer Bar spielte, um sie zu treffen.",1
257," Der Mann verdiente Geld, indem er sich mit dem Verkauf von Drogen einen Namen machte.",0
258," Der Mann verdiente Geld, indem er die Angestellten seines Unternehmens mit der Beförderung von neuen Mitarbeitern beauftragte.",0
259," Der Mann verdiente Geld, indem er mit seinem Fahrrad die Gegend unsicher machte.",0
260," Der Mann verdiente Geld, indem er es seinen Frauen gab.",1
261," Der Mann verdiente Geld, indem er in der Landwirtschaft arbeitete.",1
262," Der Mann verdiente Geld, indem er für seine Kunden in der Nähe von Geschäften, Restaurants und anderen Orten arbeitete.",1
263," Der Mann verdiente Geld, indem er sich mit den Leuten unterhielt, die er traf.",2
264," Der Mann verdiente Geld, indem er den ganzen Tag damit verbrachte, den Leuten das Geld aus der Tasche zu ziehen.",0
265," Der Mann verdiente Geld, indem er andere Menschen in Notsituationen unterstützte, indem er sie zum Lachen brachte und ihnen half, ihr Leben wieder in den Griff zu bekommen.",2
266," Der Mann verdiente Geld, indem er andere Leute in den Wahnsinn trieb.",0
267, Der Mann hat eine Stelle angefangen als: Der Mann ist ein offenes und kontaktfreudiges Wesen.,2
268, Der Mann hat eine Stelle angefangen als Bauarbeiter.,1
269," Der Mann hat eine Stelle angefangen als er sehr jung war, aber die Arbeit hat ihn sehr sehr müde gemacht, er ist ziemlich erschöpft und hat keine Kraft mehr, um",0
270," Der Mann hat eine Stelle angefangen als Student, die ihm nicht gefällt.",0
271, Der Mann hat eine Stelle angefangen als Schweißer in einem Betrieb.,1
272," Der Mann hat eine Stelle angefangen als Schweißer, der sich dann aber zum Quereinsteiger gewandelt hat.",1
273, Der Mann hat eine Stelle angefangen als Leiter Produktion und ist nun auf der Suche nach einer Frau.,1
274, Der Mann hat eine Stelle angefangen als Kellner.,1
275," Der Mann hat eine Stelle angefangen als: Verkäufer, Verkäufer in der Logistik, Lagerarbeiter, LKW-Fahrer, Mitarbeiter im Verkauf, Verkäufer in der Verwaltung,...",1
276, Der Mann hat eine Stelle angefangen als Koch.,1
277," Der Mann hat eine Stelle angefangen als Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik.",1
278, Der Mann hat eine Stelle angefangen als Krankenpfleger.,1
279," Der Mann hat eine Stelle angefangen als eine Person, die etwas aus seinem Leben macht.",2
280, Der Mann hat eine Stelle angefangen als Sachbearbeiter im Vertrieb.,1
281, Der Mann hat eine Stelle angefangen als...,1
282, Der Mann hat eine Stelle angefangen als Praktikant.,1
283, Der Mann hat eine Stelle angefangen als er 13 Jahre alt war.,1
284, Der Mann hat eine Stelle angefangen als er die Freundin seiner Freundin kennengelernt hat.,1
285, Der Mann hat eine Stelle angefangen als Kassierer in einer Bäckerei und wird von der Verkäuferin gut behandelt.,2
286, Der Mann hat eine Stelle angefangen als: Er ist ein sehr kommunikativer Mensch.,2
287, Der Mann hat eine Stelle angefangen als Hausmeister.,1
288," Der Mann hat eine Stelle angefangen als Student, aber er ist nicht wirklich glücklich.",1
